"ObjectId","Lat","Lon","Alt","name","description","Street_Custom","Shared_Support?","Sign_Type","Suppport_Type","Support_Condition","Sign_Condition","Sign_Dimension","Sign_Dimension_Custom","Sign_Face_Direction","Sign_Backing_Material","Sign_Custom_Text","Sign_Mount_Height","Sign_Accessible?","Retro_ID","Barcode","R02_BG","R02_FG","R05_BG","R05_FG","notes","changed","pictureFolder","pictureName","picturePath","created","altitude","accuracy"
448,43.37210406386748,-79.73953920592794,52.823046875,"WPT 448","b2","0","Yes","warnbump","2in metal pole","Very Good","Very Good","Default","","west","al","","83","Yes","179","","0","0","0","0","","","","","","2017-10-24-15-42-19","52.823","0.607"
447,43.37208735121931,-79.73953274116138,50.560595703125,"WPT 447","b2","spruce and kenwood","No","warn30","u channel","Very Good","Good","Default","","west","al","","58","Yes","178","","0","0","0","0","","","447","447_2017-10-24 15-41-03.png","/storage/emulated/0/MapIt/Pictures/b2/447/447_2017-10-24 15-41-03.png","2017-10-24-15-40-53","50.5606","1.0025"
446,43.372276531124044,-79.73932325114947,52.2029296875,"WPT 446","b2","0","No","schoolahead","hydro pole","Good","Very Good","Default","","west","al","","0","No","","","0","0","0","0","","","446","446_2017-10-24 15-40-12.png","/storage/emulated/0/MapIt/Pictures/b2/446/446_2017-10-24 15-40-12.png","2017-10-24-15-40-04","52.2029","0.9941"
445,43.372292271393235,-79.73932038085513,53.49638671875,"WPT 445","b2","spruce","No","s40","u channel","Very Good","Very Good","Default","","west","al","","80","Yes","177","","0","0","0","0","","","445","445_2017-10-24 15-38-56.png","/storage/emulated/0/MapIt/Pictures/b2/445/445_2017-10-24 15-38-56.png","2017-10-24-15-38-51","53.4964","0.5829"
444,43.372451202018965,-79.73908637353088,53.65166015625,"WPT 444","b2","0","Yes","name","2in metal pole","Very Good","Very Good","Default","","east","al","","0","No","","","0","0","0","0","","","","","","2017-10-24-15-37-07","53.6517","0.6599"
443,43.37244195133735,-79.73906907099627,53.427294921875,"WPT 443","b2","0","No","name","hydro pole","Very Good","Very Good","Default","","north","al","","0","No","","","0","0","0","0","","","443","443_2017-10-24 15-36-42.png","/storage/emulated/0/MapIt/Pictures/b2/443/443_2017-10-24 15-36-42.png","2017-10-24-15-36-37","53.4273","0.6824"
442,43.37257246100762,-79.73893682234666,50.718310546875,"WPT 442","b2","0","No","stop","u channel","Very Good","Very Good","Default","","south","al","","79","Yes","176","","0","0","0","0","","","442","442_2017-10-24 15-35-29.png","/storage/emulated/0/MapIt/Pictures/b2/442/442_2017-10-24 15-35-29.png","2017-10-24-15-35-22","50.7183","1.0961"
441,43.3726605392676,-79.73890521493922,52.3845703125,"WPT 441","b2","0","No","noparklr","u channel","Good","Fair","Default","","west","al","","0","No","","","0","0","0","0","","","441","441_2017-10-24 15-34-46.png","/storage/emulated/0/MapIt/Pictures/b2/441/441_2017-10-24 15-34-46.png","2017-10-24-15-34-41","52.3846","0.8414"
440,43.37278161737868,-79.73894846994699,53.61259765625,"WPT 440","b2","0","Yes","s40","2in metal pole","Very Good","Very Good","Default","","east","al","","81","Yes","175","","0","0","0","0","","","","","","2017-10-24-15-33-30","53.6126","0.8759"
439,43.37277242626169,-79.73896473821878,51.0330078125,"WPT 439","b2","spruce and purnell","No","bumpahead","u channel","Very Good","Very Good","Default","","east","al","","56","Yes","174","","0","0","0","0","","","439","439_2017-10-24 15-32-14.png","/storage/emulated/0/MapIt/Pictures/b2/439/439_2017-10-24 15-32-14.png","2017-10-24-15-31-59","51.033","0.9345"
438,43.37392035179437,-79.73755593087117,50.35185546875,"WPT 438","b2","0","No","noparklr","hydro pole","Good","Very Good","Default","","west","al","","0","No","","","0","0","0","0","","","438","438_2017-10-24 15-30-21.png","/storage/emulated/0/MapIt/Pictures/b2/438/438_2017-10-24 15-30-21.png","2017-10-24-15-30-19","50.3519","0.7858"
437,43.375168341464814,-79.73621858564002,53.57451171875,"WPT 437","b2","0","No","noparklr","hydro pole","Good","Very Good","Default","","west","al","","0","No","","","0","0","0","0","","","437","437_2017-10-24 15-27-01.png","/storage/emulated/0/MapIt/Pictures/b2/437/437_2017-10-24 15-27-01.png","2017-10-24-15-26-56","53.5745","1.0335"
436,43.37504741848079,-79.73650517882561,51.124560546875,"WPT 436","b2","0","No","bumpahead","u channel","Very Good","Very Good","Default","","east","al","","86","Yes","173","","0","0","0","0","","","436","436_2017-10-24 15-25-13.png","/storage/emulated/0/MapIt/Pictures/b2/436/436_2017-10-24 15-25-13.png","2017-10-24-15-25-09","51.1246","0.7148"
435,43.375427564544225,-79.73592664828357,54.122607421875,"WPT 435","b2","0","No","s40","u channel","Good","Very Good","Default","","west","al","","83","Yes","172","","0","0","0","0","","","435","435_2017-10-24 15-23-32.png","/storage/emulated/0/MapIt/Pictures/b2/435/435_2017-10-24 15-23-32.png","2017-10-24-15-23-24","54.1226","0.9506"
434,43.37568514079521,-79.73560128445388,51.4626953125,"WPT 434","b2","spruce","No","noparklr","hydro pole","Very Good","Very Good","Default","","west","al","","0","No","","","0","0","0","0","","","434","434_2017-10-24 15-22-06.png","/storage/emulated/0/MapIt/Pictures/b2/434/434_2017-10-24 15-22-06.png","2017-10-24-15-22-03","51.4627","2.1741"
433,43.37310657392209,-79.73840207032663,52.014453125,"WPT 433","b2","0","No","school","hydro pole","Very Good","Very Good","Default","","west","al","","0","No","","","0","0","0","0","","","433","433_2017-10-24 15-13-51.png","/storage/emulated/0/MapIt/Pictures/b2/433/433_2017-10-24 15-13-51.png","2017-10-24-15-13-30","52.0145","1.089"
432,43.37310612048168,-79.73843561889043,51.348193359375,"WPT 432","b2","0","Yes","stop","2in metal pole","Very Good","Fair","30x30","","west","al","","81","Yes","171","","0","0","0","0","","","","","","2017-10-24-15-12-06","51.3482","0.8799"
431,43.37309414116589,-79.73844407043362,52.561572265625,"WPT 431","b2","0","Yes","alltab","2in metal pole","Very Good","Very Good","Default","","west","al","","74","Yes","170","","0","0","0","0","","","","","","2017-10-24-15-11-12","52.5616","0.8903"
430,43.37310391794108,-79.73842939547649,51.974169921875,"WPT 430","b2","0","No","redwhite","u channel","Very Good","Good","Default","","west","al","","36","Yes","169","","0","0","0","0","","","430","430_2017-10-24 15-09-13.png","/storage/emulated/0/MapIt/Pictures/b2/430/430_2017-10-24 15-09-13.png","2017-10-24-15-09-08","51.9742","0.8166"
429,43.37320109953089,-79.7384969774157,52.60625,"WPT 429","b2","0","No","bikeroute","u channel","Very Good","Good","Default","","east","al","","89","Yes","168","","0","0","0","0","","","429","429_2017-10-24 15-07-32.png","/storage/emulated/0/MapIt/Pictures/b2/429/429_2017-10-24 15-07-32.png","2017-10-24-15-07-28","52.6063","0.6064"
428,43.37325793305263,-79.73850079286603,52.589892578125,"WPT 428","b2","0","No","schoolahead","hydro pole","Fair","Very Good","Default","","north","al","","87","Yes","167","","0","0","0","0","","","428","428_2017-10-24 15-06-01.png","/storage/emulated/0/MapIt/Pictures/b2/428/428_2017-10-24 15-06-01.png","2017-10-24-15-05-57","52.5899","0.5284"
427,43.373277654945014,-79.73847723044491,53.399951171875,"WPT 427","b2","0","Yes","stop","2in metal pole","Very Good","Very Good","30x30","","north","al","","82","Yes","166","","0","0","0","0","","","","","","2017-10-24-15-04-59","53.4","0.4966"
426,43.37327236856436,-79.73848038438337,51.717822265625,"WPT 426","b2","0","Yes","alltab","2in metal pole","Very Good","Very Good","Default","","north","al","","76","Yes","165","","0","0","0","0","","","","","","2017-10-24-15-04-16","51.7178","0.8101"
425,43.373268572745474,-79.73847352369194,52.502001953125,"WPT 425","b2","0","No","redwhite","u channel","Very Good","Good","Default","","north","al","","40","Yes","164","","0","0","0","0","","","425","425_2017-10-24 15-03-08.png","/storage/emulated/0/MapIt/Pictures/b2/425/425_2017-10-24 15-03-08.png","2017-10-24-15-03-03","52.502","0.8667"
424,43.37336743322521,-79.73831883516141,52.336962890625,"WPT 424","b2","0","Yes","stop","2in metal pole","Very Good","Very Good","30x30","","north","al","","84","Yes","163","","0","0","0","0","","","","","","2017-10-24-15-01-42","52.337","0.4926"
423,43.3733657324201,-79.73831791277007,51.949755859375,"WPT 423","b2","0","Yes","alltab","2in metal pole","Very Good","Very Good","Default","","north","al","","76","Yes","162","","0","0","0","0","","","","","","2017-10-24-15-00-42","51.9498","0.5505"
422,43.37338277514209,-79.7383270360715,50.37626953125,"WPT 422","b2","Hampton and spruce","No","redwhite","u channel","Very Good","Good","36x12","","north","al","","40","Yes","161","","0","0","0","0","","","422","422_2017-10-24 14-59-30.png","/storage/emulated/0/MapIt/Pictures/b2/422/422_2017-10-24 14-59-30.png","2017-10-24-14-59-18","50.3763","0.5752"
421,43.3729169678918,-79.73802104950482,51.574755859375,"WPT 421","b2","0","Yes","leftrightintersection","2in metal pole","Very Good","Very Good","Default","","north","al","","0","No","","","0","0","0","0","","","","","","2017-10-24-14-56-23","51.5748","0.4934"
420,43.37288523914958,-79.73800330350059,51.708544921875,"WPT 420","b2","0","No","warn40","hydro pole","Very Good","Very Good","Default","","north","al","","84","Yes","160","","0","0","0","0","","","420","420_2017-10-24 14-55-11.png","/storage/emulated/0/MapIt/Pictures/b2/420/420_2017-10-24 14-55-11.png","2017-10-24-14-55-02","51.7085","0.95"
419,43.37298217067473,-79.73794572038423,50.536181640625,"WPT 419","b2","0","Yes","noparkr","2in metal pole","Very Good","Very Good","Default","","south","al","","0","No","","","0","0","0","0","","","","","","2017-10-24-14-54-18","50.5362","0.641"
418,43.37299220399382,-79.73798720594641,53.74833984375,"WPT 418","b2","0","No","nostopl","hydro pole","Very Good","Very Good","Default","","south","al","","0","No","","","0","0","0","0","","","418","418_2017-10-24 14-53-47.png","/storage/emulated/0/MapIt/Pictures/b2/418/418_2017-10-24 14-53-47.png","2017-10-24-14-53-40","53.7483","0.8269"
417,43.372673583903634,-79.73772141869995,50.84599609375,"WPT 417","b2","0","No","s40","hydro pole","Very Good","Very Good","Default","","north","al","","89","Yes","159","","0","0","0","0","","","417","417_2017-10-24 14-51-28.png","/storage/emulated/0/MapIt/Pictures/b2/417/417_2017-10-24 14-51-28.png","2017-10-24-14-51-24","50.846","0.5313"
416,43.37280689937597,-79.73767700935241,52.590869140625,"WPT 416","b2","0","Yes","noparklr","2in metal pole","Very Good","Very Good","Default","","east","al","","0","No","","","0","0","0","0","","","","","","2017-10-24-14-50-55","52.5909","0.5116"
415,43.37279977440994,-79.7376720458924,50.36357421875,"WPT 415","b2","0","No","name","hydro pole","Good","Fair","Default","","east","al","","0","No","","","0","0","0","0","","","415","415_2017-10-24 14-50-29.png","/storage/emulated/0/MapIt/Pictures/b2/415/415_2017-10-24 14-50-29.png","2017-10-24-14-50-23","50.3636","0.949"
414,43.37283004719393,-79.73772533439296,51.216357421875,"WPT 414","b2","0","No","s40","u channel","Very Good","Very Good","Default","","south","al","","86","Yes","158","","0","0","0","0","","","414","414_2017-10-24 14-48-41.png","/storage/emulated/0/MapIt/Pictures/b2/414/414_2017-10-24 14-48-41.png","2017-10-24-14-48-35","51.2164","0.5987"
413,43.37282667760792,-79.73756689819675,51.41875,"WPT 413","b2","Birdcage and hammersmith","No","stop","u channel","Very Good","Very Good","Default","","west","al","","87","Yes","157","","0","0","0","0","","","413","413_2017-10-24 14-47-24.png","/storage/emulated/0/MapIt/Pictures/b2/413/413_2017-10-24 14-47-24.png","2017-10-24-14-47-06","51.4188","0.8562"
412,43.36995040994316,-79.73630225993656,47.3923828125,"WPT 412","b2","Bromley","No","s40","u channel","Very Good","Very Good","Default","","west","al","","77","Yes","156","","0","0","0","0","","","412","412_2017-10-24 14-43-27.png","/storage/emulated/0/MapIt/Pictures/b2/412/412_2017-10-24 14-43-27.png","2017-10-24-14-43-17","47.3924","0.5292"
411,43.370365677887094,-79.73595046902119,48.170703125,"WPT 411","b2","0","Yes","name","2in metal pole","Very Good","Very Good","Default","","east","al","","0","No","","","0","0","0","0","","","","","","2017-10-24-14-41-54","48.1707","0.5981"
410,43.37037545680505,-79.73596319357785,47.57646484375,"WPT 410","b2","0","No","name","2in metal pole","Very Good","Very Good","Default","","north","al","","0","No","","","0","0","0","0","","","410","410_2017-10-24 14-41-41.png","/storage/emulated/0/MapIt/Pictures/b2/410/410_2017-10-24 14-41-41.png","2017-10-24-14-41-35","47.5765","0.6151"
409,43.37031525869497,-79.73610396616641,48.370654296875,"WPT 409","b2","0","Yes","yield","2in metal pole","Very Good","Good","Default","","north","al","","0","No","","","0","0","0","0","","","","","","2017-10-24-14-41-07","48.3707","0.7323"
408,43.370312463148366,-79.73611606098711,46.011279296875,"WPT 408","b2","0","No","yieldtab","streetlight pole","Fair","Fair","Default","","north","al","","0","No","","","0","0","0","0","","","408","408_2017-10-24 14-40-26.png","/storage/emulated/0/MapIt/Pictures/b2/408/408_2017-10-24 14-40-26.png","2017-10-24-14-40-19","46.0113","0.5233"
407,43.370230899456146,-79.73611349104976,49.3806640625,"WPT 407","b2","Bromley and thomas","No","schoolahead","u channel","Very Good","Very Good","Default","","east","al","","74","Yes","155","","0","0","0","0","","","407","407_2017-10-24 14-39-02.png","/storage/emulated/0/MapIt/Pictures/b2/407/407_2017-10-24 14-39-02.png","2017-10-24-14-38-48","49.3807","0.511"
406,43.37114161839418,-79.73489204238649,51.2927734375,"WPT 406","b2","Bromley","No","s40","hydro pole","Very Good","Very Good","Default","","north","al","","0","No","","","0","0","0","0","","","406","406_2017-10-24 14-36-36.png","/storage/emulated/0/MapIt/Pictures/b2/406/406_2017-10-24 14-36-36.png","2017-10-24-14-36-28","51.2928","0.7321"
405,43.36981878093502,-79.7330941775781,48.7615234375,"WPT 405","b2","0","Yes","s40","2in metal pole","Very Good","Very Good","Default","","east","al","","80","Yes","154","","0","0","0","0","","","","","","2017-10-24-14-33-25","48.7615","0.6023"
404,43.369828494354806,-79.73309182907542,48.64140625,"WPT 404","b2","hammersmith","No","begins","2in metal pole","Very Good","Very Good","Default","","east","al","","71","Yes","153","","0","0","0","0","","","404","404_2017-10-24 14-32-32.png","/storage/emulated/0/MapIt/Pictures/b2/404/404_2017-10-24 14-32-32.png","2017-10-24-14-32-14","48.6414","0.9074"
403,43.369921499217526,-79.73404413168828,45.361865234375,"WPT 403","b2","0","Yes","s40","hydro pole","Very Good","Very Good","Default","","north","al","","0","No","","","0","0","0","0","","","403","403_2017-10-24 14-31-14.png","/storage/emulated/0/MapIt/Pictures/b2/403/403_2017-10-24 14-31-14.png","2017-10-24-14-31-08","45.3619","0.6533"
402,43.370791633080444,-79.73508354785008,50.443896484375,"WPT 402","b2","0","Yes","name","2in metal pole","Very Good","Very Good","Default","","east","al","","0","No","","","0","0","0","0","","","","","","2017-10-24-14-29-54","50.4439","0.8162"
401,43.37079085971345,-79.73508736683652,51.346240234375,"WPT 401","b2","0","Yes","name","2in metal pole","Very Good","Very Good","Default","","north","al","","0","No","","","0","0","0","0","","","","","","2017-10-24-14-29-41","51.3462","0.7991"
400,43.370783988705625,-79.73510209724009,53.24931640625,"WPT 400","b2","0","Yes","stop","2in metal pole","Very Good","Good","Default","","south","al","","81","Yes","152","","0","0","0","0","","","","","","2017-10-24-14-28-46","53.2493","0.812"
399,43.37079300735877,-79.73506484169411,47.980517578125,"WPT 399","b2","0","No","warncross","2in metal pole","Very Good","Very Good","Default","","south","al","","67","Yes","151","","0","0","0","0","","","399","399_2017-10-24 14-27-53.png","/storage/emulated/0/MapIt/Pictures/b2/399/399_2017-10-24 14-27-53.png","2017-10-24-14-27-43","47.9805","0.5151"
398,43.370718495968504,-79.73512194935938,49.47001953125,"WPT 398","b2","0","No","stop","u channel","Good","Very Good","Default","","south","al","","89","Yes","150","","0","0","0","0","","","398","398_2017-10-24 14-26-42.png","/storage/emulated/0/MapIt/Pictures/b2/398/398_2017-10-24 14-26-42.png","2017-10-24-14-26-13","49.47","0.8205"
397,43.370859672378174,-79.73530193226725,51.528125,"WPT 397","b2","0","Yes","stop","2in metal pole","Very Good","Very Good","Default","","north","al","","0","No","","","0","0","0","0","","","","","","2017-10-24-14-25-17","51.5281","0.6397"
396,43.37088343663436,-79.73530482231945,52.2595703125,"WPT 396","b2","Hammersmith and Bromley","No","warncross","u channel","Very Good","Very Good","Default","","north","al","","79","Yes","149","","0","0","0","0","","","396","396_2017-10-24 14-24-01.png","/storage/emulated/0/MapIt/Pictures/b2/396/396_2017-10-24 14-24-01.png","2017-10-24-14-23-58","52.2596","0.8248"
395,43.37150903553356,-79.7359877345607,49.76494140625,"WPT 395","b2","0","No","s40","u channel","Very Good","Very Good","Default","","south","al","","79","Yes","148","","0","0","0","0","","","395","395_2017-10-24 14-22-28.png","/storage/emulated/0/MapIt/Pictures/b2/395/395_2017-10-24 14-22-28.png","2017-10-24-14-22-07","49.7649","0.5276"
394,43.37204069467043,-79.7368827799146,49.37431640625,"WPT 394","b2","hammersmith","No","s40","u channel","Very Good","Very Good","Default","","west","al","","79","Yes","147","","0","0","0","0","","","394","394_2017-10-24 14-19-30.png","/storage/emulated/0/MapIt/Pictures/b2/394/394_2017-10-24 14-19-30.png","2017-10-24-14-19-24","49.3743","0.6153"
393,43.37243473274157,-79.73696941333765,49.4158203125,"WPT 393","b2","0","No","nopass","hydro pole","Very Good","Very Good","Default","","west","al","","0","No","","","0","0","0","0","","","393","393_2017-10-24 14-17-44.png","/storage/emulated/0/MapIt/Pictures/b2/393/393_2017-10-24 14-17-44.png","2017-10-24-14-17-26","49.4158","0.4761"
392,43.37237369400191,-79.73704578437719,51.29423828125,"WPT 392","b2","0","No","name","2in metal pole","Good","Very Good","Default","","north","al","","0","No","","","0","0","0","0","","","392","392_2017-10-24 14-17-05.png","/storage/emulated/0/MapIt/Pictures/b2/392/392_2017-10-24 14-17-05.png","2017-10-24-14-16-39","51.2942","0.4986"
391,43.37229094222221,-79.73703739975826,51.280810546875,"WPT 391","b2","0","Yes","name","2in metal pole","Very Good","Very Good","Default","","west","al","","0","No","","","0","0","0","0","","","","","","2017-10-24-14-16-16","51.2808","0.5387"
390,43.372292004557494,-79.73703187000501,51.0125,"WPT 390","b2","0","Yes","name","2in metal pole","Very Good","Very Good","Default","","north","al","","0","No","","","0","0","0","0","","","","","","2017-10-24-14-16-01","51.0125","0.4903"
389,43.372292141275466,-79.7370383450907,52.11943359375,"WPT 389","b2","0","Yes","stop","2in metal pole","Very Good","Very Good","30x30","","south","al","","86","Yes","146","","0","0","0","0","","","","","","2017-10-24-14-15-39","52.1194","0.664"
388,43.37228905795837,-79.73704009096036,51.89921875,"WPT 388","b2","0","Yes","alltab","2in metal pole","Very Good","Very Good","Default","","south","al","","78","Yes","145","","0","0","0","0","","","","","","2017-10-24-14-14-10","51.8992","0.5003"
387,43.37230925995482,-79.73702026853971,51.330126953125,"WPT 387","b2","0","No","redwhite","2in metal pole","Good","Good","36x12","","south","al","","42","Yes","144","","0","0","0","0","","","387","387_2017-10-24 14-11-20.png","/storage/emulated/0/MapIt/Pictures/b2/387/387_2017-10-24 14-11-20.png","2017-10-24-14-11-12","51.3301","0.5202"
386,43.37224203531605,-79.73716850010533,51.398486328125,"WPT 386","b2","0","No","nothrough","hydro pole","Very Good","Less Poor","Default","","north","al","","0","No","","","0","0","0","0","","2017-10-24-14-10-59","386","386_2017-10-24 14-10-51.png","/storage/emulated/0/MapIt/Pictures/b2/386/386_2017-10-24 14-10-51.png","2017-10-24-14-10-19","51.3985","0.4885"
385,43.372268624285425,-79.73733483867181,51.02666015625,"WPT 385","b2","0","Yes","name","2in metal pole","Very Good","Very Good","Default","","east","al","","0","No","","","0","0","0","0","","","","","","2017-10-24-14-09-53","51.0267","0.4538"
384,43.37226431879026,-79.73733480998817,51.68681640625,"WPT 384","b2","0","Yes","name","2in metal pole","Very Good","Very Good","Default","","north","al","","0","No","","","0","0","0","0","","","","","","2017-10-24-14-09-39","51.6868","0.4843"
383,43.37227394858019,-79.7373285105732,52.8435546875,"WPT 383","b2","0","Yes","stop","2in metal pole","Very Good","Very Good","30x30","","east","al","","85","Yes","143","","0","0","0","0","","","","","","2017-10-24-14-08-44","52.8436","0.7623"
382,43.37226982754328,-79.73733170528612,52.75419921875,"WPT 382","b2","0","Yes","alltab","2in metal pole","Very Good","Very Good","Default","","east","al","","78","Yes","142","","0","0","0","0","","","","","","2017-10-24-14-07-45","52.7542","0.5962"
381,43.37226549283423,-79.73731170720384,51.08427734375,"WPT 381","b2","0","No","redwhite","2in metal pole","Very Good","Very Good","Default","","west","al","","41","Yes","141","","0","0","0","0","","","381","381_2017-10-24 14-06-51.png","/storage/emulated/0/MapIt/Pictures/b2/381/381_2017-10-24 14-06-51.png","2017-10-24-14-06-43","51.0843","0.654"
380,43.37236229416976,-79.73738397163652,51.512744140625,"WPT 380","b2","0","No","nothrough","u channel","Very Good","Less Poor","Default","","east","al","","79","Yes","140","","0","0","0","0","","","380","380_2017-10-24 14-05-22.png","/storage/emulated/0/MapIt/Pictures/b2/380/380_2017-10-24 14-05-22.png","2017-10-24-14-05-02","51.5127","0.5323"
379,43.372496316838806,-79.73745799931385,52.97978515625,"WPT 379","b2","0","Yes","stop","2in metal pole","Very Good","Very Good","30x30","","north","al","","0","No","","","0","0","0","0","","","","","","2017-10-24-14-04-22","52.9798","0.5501"
378,43.372511947161,-79.7374699079046,52.55791015625,"WPT 378","b2","0","Yes","alltab","2in metal pole","Very Good","Very Good","Default","","north","al","","86","Yes","139","","0","0","0","0","","","","","","2017-10-24-14-03-25","52.5579","0.5989"
377,43.372490068196385,-79.73746061361817,53.012255859375,"WPT 377","b2","0","No","redwhite","u channel","Very Good","Good","Default","","north","al","","50","Yes","138","","0","0","0","0","","","377","377_2017-10-24 14-02-08.png","/storage/emulated/0/MapIt/Pictures/b2/377/377_2017-10-24 14-02-08.png","2017-10-24-14-01-59","53.0123","0.8432"
376,43.37255832931987,-79.73726920164518,53.5828125,"WPT 376","b2","0","Yes","noparklr","2in metal pole","Very Good","Good","Default","","east","al","","0","No","","","0","0","0","0","","","","","","2017-10-24-14-01-17","53.5828","0.9077"
375,43.372548457653465,-79.7372460399838,52.82109375,"WPT 375","b2","0","No","schoolahead","2in metal pole","Very Good","Very Good","Default","","east","al","","69","Yes","137","","0","0","0","0","","","375","375_2017-10-24 14-00-03.png","/storage/emulated/0/MapIt/Pictures/b2/375/375_2017-10-24 14-00-03.png","2017-10-24-13-59-53","52.8211","0.7146"
374,43.372542102903935,-79.73711977857056,52.64384765625,"WPT 374","b2","0","Yes","stop","2in metal pole","Very Good","Very Good","30x30","","east","al","","81","Yes","136","","0","0","0","0","","","","","","2017-10-24-13-58-48","52.6438","0.4983"
373,43.37254228233269,-79.73711828066371,51.947314453125,"WPT 373","b2","0","Yes","alltab","2in metal pole","Very Good","Very Good","Default","","east","al","","72","Yes","135","","0","0","0","0","","","","","","2017-10-24-13-57-45","51.9473","0.5851"
372,43.37254418119028,-79.73712381886253,51.254931640625,"WPT 372","b2","0","No","redwhite","u channel","Very Good","Fair","Default","","east","al","","38","Yes","134","","0","0","0","0","","","372","372_2017-10-24 13-56-18.png","/storage/emulated/0/MapIt/Pictures/b2/372/372_2017-10-24 13-56-18.png","2017-10-24-13-56-12","51.2549","0.5641"
371,43.37245687028917,-79.73691853004311,52.8142578125,"WPT 371","b2","0","Yes","right","2in metal pole","Very Good","Good","Default","","west","al","","58","Yes","133","","0","0","0","0","","","","","","2017-10-24-13-54-07","52.8143","0.6118"
370,43.372444309474304,-79.73691049337685,52.772998046875,"WPT 370","b2","Hammersmith and Hampton","No","warn30","2in metal pole","Fair","Very Good","Default","","west","al","","40","Yes","132","","0","0","0","0","","","370","370_2017-10-24 13-53-15.png","/storage/emulated/0/MapIt/Pictures/b2/370/370_2017-10-24 13-53-15.png","2017-10-24-13-52-42","52.773","0.6762"
369,43.37254807372392,-79.73679905038807,50.2751953125,"WPT 369","b2","0","No","","hydro pole","Very Good","Fair","Default","","east","al","","0","No","","","0","0","0","0","","","369","369_2017-10-24 13-52-07.png","/storage/emulated/0/MapIt/Pictures/b2/369/369_2017-10-24 13-52-07.png","2017-10-24-13-52-02","50.2752","0.7325"
368,43.372545208568226,-79.73633687153415,53.13896484375,"WPT 368","b2","0","No","noparklr","hydro pole","Very Good","Very Good","Default","","east","al","","0","No","","","0","0","0","0","","","368","368_2017-10-24 13-51-06.png","/storage/emulated/0/MapIt/Pictures/b2/368/368_2017-10-24 13-51-06.png","2017-10-24-13-51-00","53.139","0.5881"
