"ObjectId","Lat","Lon","Alt","name","description","Street_Custom","Shared_Support?","Sign_Type","Suppport_Type","Support_Condition","Sign_Condition","Sign_Dimension","Sign_Dimension_Custom","Sign_Face_Direction","Sign_Backing_Material","Sign_Custom_Text","Sign_Mount_Height","Sign_Accessible?","Retro_ID","Barcode","R02_BG","R02_FG","R05_BG","R05_FG","notes","changed","pictureFolder","pictureName","picturePath","created","altitude","accuracy"
711,43.374862725532694,-79.7491680717576,54.9080078125,"WPT 711","b2","0","No","n2","streetlight pole","Very Good","Very Good","Default","","north","al","","0","Yes","","","0","0","0","0","","","711","711_2017-10-25 16-15-41.png","/storage/emulated/0/MapIt/Pictures/b2/711/711_2017-10-25 16-15-41.png","2017-10-25-16-15-35","54.908","0.4866"
710,43.37502983096692,-79.7491807181359,53.612109375,"WPT 710","b2","Parkside and wedgewood","No","noparklr","u channel","Very Good","Very Good","Default","","south","al","","0","Yes","","","0","0","0","0","","2017-10-25-16-15-34","710","710_2017-10-25 16-14-58.png","/storage/emulated/0/MapIt/Pictures/b2/710/710_2017-10-25 16-14-58.png","2017-10-25-16-14-50","53.6121","1.005"
709,43.374635923050846,-79.748696058301,54.593798828125,"WPT 709","b2","0","No","noparklr","u channel","Very Good","Very Good","Default","","south","al","","0","Yes","","","0","0","0","0","","","709","709_2017-10-25 16-13-52.png","/storage/emulated/0/MapIt/Pictures/b2/709/709_2017-10-25 16-13-52.png","2017-10-25-16-13-49","54.5938","0.5961"
708,43.374384952644505,-79.74835832293502,52.75517578125,"WPT 708","b2","0","No","noparklr","u channel","Very Good","Very Good","Default","","south","al","","0","Yes","","","0","0","0","0","","","708","708_2017-10-25 16-13-09.png","/storage/emulated/0/MapIt/Pictures/b2/708/708_2017-10-25 16-13-09.png","2017-10-25-16-13-05","52.7552","0.5733"
707,43.374151787191295,-79.74821204274667,49.65751953125,"WPT 707","b2","0","Yes","school","2in metal pole","Very Good","Very Good","Default","","north","al","","0","Yes","","","0","0","0","0","","","","","","2017-10-25-16-12-26","49.6575","0.9256"
706,43.37417827895479,-79.74820086781074,55.2732421875,"WPT 706","b2","0","No","crossahead","streetlight pole","Very Good","Fair","Default","","north","al","","0","Yes","","","0","0","0","0","","","706","706_2017-10-25 16-12-00.png","/storage/emulated/0/MapIt/Pictures/b2/706/706_2017-10-25 16-12-00.png","2017-10-25-16-11-56","55.2732","0.8288"
705,43.37416432392274,-79.74798328132783,51.1755859375,"WPT 705","b2","1","No","nopark","u channel","Very Good","Very Good","Default","","south","al","","0","Yes","","","0","0","0","0","","","705","705_2017-10-25 16-11-21.png","/storage/emulated/0/MapIt/Pictures/b2/705/705_2017-10-25 16-11-21.png","2017-10-25-16-11-17","51.1756","1.1218"
704,43.37378144991453,-79.74748112580892,53.34990234375,"WPT 704","b2","0","No","nostop","u channel","Very Good","Very Good","Default","","south","al","","0","Yes","","","0","0","0","0","","","704","704_2017-10-25 16-09-48.png","/storage/emulated/0/MapIt/Pictures/b2/704/704_2017-10-25 16-09-48.png","2017-10-25-16-09-43","53.3499","0.5751"
703,43.37382324844293,-79.74773392797579,53.495654296875,"WPT 703","b2","0","No","n2","streetlight pole","Very Good","Very Good","Default","","north","al","","0","Yes","","","0","0","0","0","","","703","703_2017-10-25 16-09-05.png","/storage/emulated/0/MapIt/Pictures/b2/703/703_2017-10-25 16-09-05.png","2017-10-25-16-09-01","53.4957","0.8039"
702,43.373922184315234,-79.74768516542827,52.11357421875,"WPT 702","b2","0","Yes","nostopr","2in metal pole","Very Good","Good","Default","","south","al","","91","Yes","322","","0","0","0","0","","","","","","2017-10-25-16-08-23","52.1136","0.7507"
701,43.37391513273815,-79.74765992772518,52.5564453125,"WPT 701","b2","0","No","noparkl","u channel","Very Good","Good","Default","","south","al","","76","Yes","321","","0","0","0","0","","","701","701_2017-10-25 16-07-17.png","/storage/emulated/0/MapIt/Pictures/b2/701/701_2017-10-25 16-07-17.png","2017-10-25-16-07-11","52.5564","0.7395"
700,43.3739177234429,-79.74757561585648,54.182666015625,"WPT 700","b2","Wedgewood and woodhaven","No","stop","u channel","Very Good","Very Good","Default","","east","al","","87","Yes","320","","0","0","0","0","","","700","700_2017-10-25 16-05-50.png","/storage/emulated/0/MapIt/Pictures/b2/700/700_2017-10-25 16-05-50.png","2017-10-25-16-05-47","54.1827","0.5535"
699,43.3757607775824,-79.74863596155956,58.997607421875,"WPT 699","b2","0","Yes","rightcurve","2in metal pole","Very Good","Very Good","Default","","south","al","","74","Yes","319","","0","0","0","0","","","","","","2017-10-25-16-01-35","58.9976","0.6356"
698,43.37577039923144,-79.74865336081893,55.595751953125,"WPT 698","b2","forestwood","No","warn20","u channel","Very Good","Very Good","Default","","south","al","","58","Yes","318","","0","0","0","0","","","698","698_2017-10-25 16-00-30.png","/storage/emulated/0/MapIt/Pictures/b2/698/698_2017-10-25 16-00-30.png","2017-10-25-16-00-25","55.5958","0.82"
697,43.37504258367335,-79.74765999189367,52.441943359375,"WPT 697","b2","forestwood and forestwood","No","n2","2in metal pole","Fair","Very Good","Default","","north","al","","0","Yes","","","0","0","0","0","","","697","697_2017-10-25 15-58-53.png","/storage/emulated/0/MapIt/Pictures/b2/697/697_2017-10-25 15-58-53.png","2017-10-25-15-58-50","52.4419","0.5524"
696,43.37436925019301,-79.74688993285963,52.92021484375,"WPT 696","b2","0","No","n2","streetlight pole","Very Good","Very Good","Default","","north","al","","0","Yes","","","0","0","0","0","","","696","696_2017-10-25 15-57-16.png","/storage/emulated/0/MapIt/Pictures/b2/696/696_2017-10-25 15-57-16.png","2017-10-25-15-57-12","52.9202","1.2342"
695,43.374449212082254,-79.74704548683621,53.521044921875,"WPT 695","b2","Woodhaven and forestwood","No","stop","u channel","Very Good","Good","Default","","north","al","","89","Yes","317","","0","0","0","0","","2017-10-25-15-57-39","695","695_2017-10-25 15-55-55.png","/storage/emulated/0/MapIt/Pictures/b2/695/695_2017-10-25 15-55-55.png","2017-10-25-15-55-49","53.521","1.0536"
694,43.37654560760984,-79.7474580387443,53.89921875,"WPT 694","b2","Woodhaven","No","","2in metal pole","Fair","Very Good","Default","","north","al","","0","Yes","","","0","0","0","0","","","694","694_2017-10-25 15-53-42.png","/storage/emulated/0/MapIt/Pictures/b2/694/694_2017-10-25 15-53-42.png","2017-10-25-15-53-38","53.8992","0.5779"
693,43.377110869309945,-79.74804231993767,56.771044921875,"WPT 693","b2","0","No","stop","u channel","Very Good","Very Good","Default","","south","al","","88","Yes","316","","0","0","0","0","","","693","693_2017-10-25 15-52-03.png","/storage/emulated/0/MapIt/Pictures/b2/693/693_2017-10-25 15-52-03.png","2017-10-25-15-51-56","56.771","0.5513"
692,43.3772308955422,-79.74816052529422,54.86943359375,"WPT 692","b2","forestwood and woodhaven","No","n2","signal pole","Very Good","Very Good","Default","","north","al","","0","Yes","","","0","0","0","0","","2017-10-25-15-52-57","692","692_2017-10-25 15-49-38.png","/storage/emulated/0/MapIt/Pictures/b2/692/692_2017-10-25 15-49-38.png","2017-10-25-15-49-33","54.8694","0.5638"
691,43.369083170355225,-79.74794290411774,51.11357421875,"WPT 691","b2","0","No","nostoptimer","u channel","Very Good","Very Good","Default","","south","al","","0","Yes","","","0","0","0","0","","","691","691_2017-10-25 15-40-51.png","/storage/emulated/0/MapIt/Pictures/b2/691/691_2017-10-25 15-40-51.png","2017-10-25-15-40-46","51.1136","0.5378"
690,43.36902944939902,-79.74808249571834,55.225146484375,"WPT 690","b2","1","No","nostoptimel","u channel","Very Good","Very Good","Default","","north","al","","0","Yes","","","0","0","0","0","","2017-10-25-15-41-20","690","690_2017-10-25 15-40-14.png","/storage/emulated/0/MapIt/Pictures/b2/690/690_2017-10-25 15-40-14.png","2017-10-25-15-40-11","55.2251","0.5599"
689,43.37069813909329,-79.74568572202406,52.2048828125,"WPT 689","b2","0","No","stop","u channel","Good","Very Good","Default","","west","al","","86","Yes","315","","0","0","0","0","","","689","689_2017-10-25 15-35-21.png","/storage/emulated/0/MapIt/Pictures/b2/689/689_2017-10-25 15-35-21.png","2017-10-25-15-35-17","52.2049","0.7973"
688,43.37074796942488,-79.74556610149921,52.6150390625,"WPT 688","b2","cedarbrook and mulberry","No","n2","2in metal pole","Good","Very Good","Default","","north","al","","0","Yes","","","0","0","0","0","","2017-10-25-15-36-44","688","688_2017-10-25 15-34-52.png","/storage/emulated/0/MapIt/Pictures/b2/688/688_2017-10-25 15-34-52.png","2017-10-25-15-34-49","52.615","1.3736"
687,43.37170614928709,-79.74268888600454,52.2498046875,"WPT 687","b2","0","No","s40","hydro pole","Very Good","Very Good","Default","","west","al","","0","Yes","","","0","0","0","0","","","687","687_2017-10-25 15-31-44.png","/storage/emulated/0/MapIt/Pictures/b2/687/687_2017-10-25 15-31-44.png","2017-10-25-15-31-39","52.2498","0.4558"
686,43.36842005182916,-79.74588746222798,49.127490234375,"WPT 686","b2","0","No","s40","u channel","Very Good","Good","Default","","south","al","","80","Yes","314","","0","0","0","0","","","686","686_2017-10-25 15-26-21.png","/storage/emulated/0/MapIt/Pictures/b2/686/686_2017-10-25 15-26-21.png","2017-10-25-15-26-18","49.1275","1.0876"
685,43.36830138296591,-79.74588537468844,52.3279296875,"WPT 685","b2","cherryhill","No","noparktime","streetlight pole","Very Good","Very Good","Default","","north","al","","0","Yes","","","0","0","0","0","","","685","685_2017-10-25 15-25-36.png","/storage/emulated/0/MapIt/Pictures/b2/685/685_2017-10-25 15-25-36.png","2017-10-25-15-25-32","52.3279","0.6588"
684,43.36869993495566,-79.74631576184947,50.053759765625,"WPT 684","b2","0","No","stop","u channel","Very Good","Good","Default","","east","al","","66","Yes","313","","0","0","0","0","","","684","684_2017-10-25 15-23-36.png","/storage/emulated/0/MapIt/Pictures/b2/684/684_2017-10-25 15-23-36.png","2017-10-25-15-23-29","50.0538","0.6161"
683,43.368634376700356,-79.74619125645768,48.68095703125,"WPT 683","b2","0","No","","streetlight pole","Very Good","Very Good","Default","s40","south","al","","82","Yes","312","","0","0","0","0","","2017-10-25-15-24-12","683","683_2017-10-25 15-22-25.png","/storage/emulated/0/MapIt/Pictures/b2/683/683_2017-10-25 15-22-25.png","2017-10-25-15-22-18","48.681","0.6822"
682,43.36854397766001,-79.74634793814221,49.96513671875,"WPT 682","b2","0","Yes","name","2in metal pole","Very Good","Very Good","Default","","west","al","","0","Yes","","","0","0","0","0","","","","","","2017-10-25-15-21-56","49.9651","0.6072"
681,43.36854535290058,-79.74634745690855,51.028857421875,"WPT 681","b2","0","Yes","name","2in metal pole","Very Good","Very Good","Default","","north","al","","0","Yes","","","0","0","0","0","","","","","","2017-10-25-15-21-47","51.0289","0.6402"
680,43.368535311447886,-79.74632185134578,50.84111328125,"WPT 680","b2","Tamarac and cherryhill","No","noparktime","streetlight pole","Very Good","Very Good","Default","","south","al","","0","Yes","","","0","0","0","0","","","680","680_2017-10-25 15-20-31.png","/storage/emulated/0/MapIt/Pictures/b2/680/680_2017-10-25 15-20-31.png","2017-10-25-15-20-25","50.8411","0.5319"
679,43.36871508365493,-79.74677188951318,50.129931640625,"WPT 679","b2","0","Yes","name","2in metal pole","Very Good","Very Good","Default","","west","al","","0","Yes","","","0","0","0","0","","","","","","2017-10-25-15-19-31","50.1299","0.4518"
678,43.36871538995729,-79.74677157214865,50.272021484375,"WPT 678","b2","0","Yes","name","2in metal pole","Very Good","Very Good","Default","","north","al","","0","Yes","","","0","0","0","0","","","","","","2017-10-25-15-19-25","50.272","0.4584"
677,43.36872053099705,-79.74677289898136,48.811083984375,"WPT 677","b2","0","No","noparktime","streetlight pole","Very Good","Very Good","Default","","north","al","","0","Yes","","","0","0","0","0","","","677","677_2017-10-25 15-18-38.png","/storage/emulated/0/MapIt/Pictures/b2/677/677_2017-10-25 15-18-38.png","2017-10-25-15-18-34","48.8111","0.7116"
676,43.368878765266345,-79.74691164727483,50.32158203125,"WPT 676","b2","0","No","stop","u channel","Very Good","Very Good","Default","","north","al","","90","Yes","311","","0","0","0","0","","","676","676_2017-10-25 15-16-59.png","/storage/emulated/0/MapIt/Pictures/b2/676/676_2017-10-25 15-16-59.png","2017-10-25-15-16-50","50.3216","0.7007"
675,43.368804024376004,-79.74704757315885,50.67265625,"WPT 675","b2","0","No","noparktime","u channel","Very Good","Very Good","Default","","east","al","","0","Yes","","","0","0","0","0","","","675","675_2017-10-25 15-16-19.png","/storage/emulated/0/MapIt/Pictures/b2/675/675_2017-10-25 15-16-19.png","2017-10-25-15-16-05","50.6727","0.5578"
674,43.368500182599746,-79.7475852146672,50.2439453125,"WPT 674","b2","0","Yes","s40","streetlight pole","Very Good","Very Good","Default","","west","al","","0","Yes","","","0","0","0","0","","","674","674_2017-10-25 15-14-39.png","/storage/emulated/0/MapIt/Pictures/b2/674/674_2017-10-25 15-14-39.png","2017-10-25-15-14-34","50.2439","1.5713"
673,43.36841892986922,-79.74783448847847,49.55595703125,"WPT 673","b2","0","Yes","noparktimer","2in metal pole","Very Good","Very Good","Default","","west","al","","0","Yes","","","0","0","0","0","","","","","","2017-10-25-15-13-59","49.556","0.5904"
672,43.36840313566972,-79.7478450708004,49.145068359375,"WPT 672","b2","0","No","nostoptimel","u channel","Very Good","Very Good","Default","","west","al","","71","Yes","311","","0","0","0","0","","","672","672_2017-10-25 15-12-58.png","/storage/emulated/0/MapIt/Pictures/b2/672/672_2017-10-25 15-12-58.png","2017-10-25-15-12-54","49.1451","0.6146"
671,43.3685192429366,-79.74780608549372,51.685595703125,"WPT 671","b2","0","Yes","nostoptime","2in metal pole","Very Good","Very Good","Default","","east","al","","0","Yes","","","0","0","0","0","","","","","","2017-10-25-15-12-07","51.6856","0.4736"
670,43.368525156065516,-79.74780547612136,48.96025390625,"WPT 670","b2","0","No","rightcurve","u channel","Very Good","Very Good","Default","","east","al","","78","Yes","310","","0","0","0","0","","","670","670_2017-10-25 15-11-02.png","/storage/emulated/0/MapIt/Pictures/b2/670/670_2017-10-25 15-11-02.png","2017-10-25-15-10-59","48.9603","1.3618"
669,43.368606784648364,-79.74773554546482,47.59404296875,"WPT 669","b2","0","Yes","stop","u channel","Very Good","Very Good","Default","","north","al","","89","Yes","309","","0","0","0","0","","2017-10-25-15-10-12","669","669_2017-10-25 15-09-34.png","/storage/emulated/0/MapIt/Pictures/b2/669/669_2017-10-25 15-09-34.png","2017-10-25-15-09-28","47.594","0.6317"
668,43.3687317716367,-79.7478336740678,48.655078125,"WPT 668","b2","0","Yes","nostoptimer","2in metal pole","Very Good","Good","Default","","north","al","","0","Yes","","","0","0","0","0","","","","","","2017-10-25-15-08-57","48.6551","0.8034"
667,43.36873655259478,-79.74782783149567,49.521533203125,"WPT 667","b2","0","No","nostoptimel","u channel","Very Good","Very Good","Default","","north","al","","0","Yes","308","","0","0","0","0","","2017-10-25-15-08-37","667","667_2017-10-25 15-08-11.png","/storage/emulated/0/MapIt/Pictures/b2/667/667_2017-10-25 15-08-11.png","2017-10-25-15-08-00","49.5215","0.5189"
666,43.3687976440724,-79.7477383915666,50.511767578125,"WPT 666","b2","0","Yes","nostoptimel","2in metal pole","Very Good","Very Good","Default","","south","al","","0","Yes","","","0","0","0","0","","","","","","2017-10-25-15-07-33","50.5118","0.5903"
665,43.36880515628127,-79.74773747548716,49.759814453125,"WPT 665","b2","0","Yes","nostoptimer","u channel","Very Good","Very Good","Default","","south","al","","72","Yes","307","","0","0","0","0","","","665","665_2017-10-25 15-06-50.png","/storage/emulated/0/MapIt/Pictures/b2/665/665_2017-10-25 15-06-50.png","2017-10-25-15-06-36","49.7598","0.5936"
664,43.368684946423855,-79.74762453915537,49.7234375,"WPT 664","b2","0","No","n2","streetlight pole","Fair","Very Good","Default","","north","al","","0","Yes","","","0","0","0","0","","","","","","2017-10-25-15-05-56","49.7234","0.5864"
663,43.368650911891564,-79.74746079541,52.543994140625,"WPT 663","b2","0","Yes","nostoptime","u channel","Very Good","Very Good","Default","","south","al","","0","Yes","","","0","0","0","0","","","663","663_2017-10-25 15-05-13.png","/storage/emulated/0/MapIt/Pictures/b2/663/663_2017-10-25 15-05-13.png","2017-10-25-15-05-08","52.544","0.5717"
662,43.368738114450025,-79.74734797154633,49.98466796875,"WPT 662","b2","0","No","kidplay","u channel","Very Good","Very Good","Default","","east","al","","80","Yes","306","","0","0","0","0","","2017-10-25-15-04-36","662","662_2017-10-25 15-03-58.png","/storage/emulated/0/MapIt/Pictures/b2/662/662_2017-10-25 15-03-58.png","2017-10-25-15-03-54","49.9847","0.5742"
661,43.368616031104466,-79.74740220404601,46.88798828125,"WPT 661","b2","0","Yes","noparktimel","2in metal pole","Very Good","Very Good","Default","","west","al","","0","Yes","","","0","0","0","0","","","","","","2017-10-25-15-03-16","46.888","0.6729"
660,43.36859946040386,-79.74737858991284,50.0896484375,"WPT 660","b2","Beechwood and cherryhill","Yes","nostoptimer","u channel","Very Good","Fair","Default","","west","al","","71","Yes","304","","0","0","0","0","","2017-10-25-15-02-36","660","660_2017-10-25 15-01-44.png","/storage/emulated/0/MapIt/Pictures/b2/660/660_2017-10-25 15-01-44.png","2017-10-25-15-01-40","50.0896","0.5657"
659,43.3683843284889,-79.74819815628689,49.39384765625,"WPT 659","b2","0","Yes","noparktime","u channel","Very Good","Very Good","Default","","east","al","","0","Yes","","","0","0","0","0","","","659","659_2017-10-25 15-00-11.png","/storage/emulated/0/MapIt/Pictures/b2/659/659_2017-10-25 15-00-11.png","2017-10-25-15-00-04","49.3938","1.2446"
658,43.36829401965133,-79.74821643389441,53.08916015625,"WPT 658","b2","0","No","noparktime","streetlight pole","Very Good","Very Good","Default","","north","al","","0","Yes","","","0","0","0","0","","","658","658_2017-10-25 14-59-32.png","/storage/emulated/0/MapIt/Pictures/b2/658/658_2017-10-25 14-59-32.png","2017-10-25-14-59-27","53.0892","0.5711"
657,43.36827310078024,-79.74841265948089,50.41630859375,"WPT 657","b2","0","No","kidplay","u channel","Very Good","Good","Default","","west","al","","78","Yes","303","","0","0","0","0","","","657","657_2017-10-25 14-58-18.png","/storage/emulated/0/MapIt/Pictures/b2/657/657_2017-10-25 14-58-18.png","2017-10-25-14-58-13","50.4163","0.6162"
656,43.36834378205003,-79.74879193755078,47.42265625,"WPT 656","b2","0","No","noparktime","streetlight pole","Very Good","Very Good","Default","","east","al","","0","Yes","","","0","0","0","0","","","656","656_2017-10-25 14-57-25.png","/storage/emulated/0/MapIt/Pictures/b2/656/656_2017-10-25 14-57-25.png","2017-10-25-14-57-20","47.4227","0.4798"
655,43.36838850875665,-79.74864007341785,49.45634765625,"WPT 655","b2","0","No","noparktime","u channel","Very Good","Very Good","Default","","south","al","","0","Yes","","","0","0","0","0","","","655","655_2017-10-25 14-56-35.png","/storage/emulated/0/MapIt/Pictures/b2/655/655_2017-10-25 14-56-35.png","2017-10-25-14-56-30","49.4563","0.5183"
654,43.368592682732924,-79.74894520585804,49.9939453125,"WPT 654","b2","0","Yes","noparktimer","2in metal pole","Very Good","Good","Default","","south","al","","0","No","","","0","0","0","0","","","","","","2017-10-25-14-54-44","49.9939","0.6867"
653,43.368577245064444,-79.74896603210072,51.991015625,"WPT 653","b2","0","No","s40","u channel","Very Good","Very Good","Default","","south","al","","78","Yes","302","","0","0","0","0","","2017-10-25-14-55-20","653","653_2017-10-25 14-53-46.png","/storage/emulated/0/MapIt/Pictures/b2/653/653_2017-10-25 14-53-46.png","2017-10-25-14-53-42","51.991","0.6616"
652,43.368514938661974,-79.74903875444761,52.672412109375,"WPT 652","b2","0","No","noparktimel","u channel","Very Good","Very Good","Default","","north","al","","90","Yes","301","","0","0","0","0","","2017-10-25-14-53-41","652","652_2017-10-25 14-53-35.png","/storage/emulated/0/MapIt/Pictures/b2/652/652_2017-10-25 14-53-35.png","2017-10-25-14-52-25","52.6724","1.7761"
651,43.368812556595,-79.7492199178887,48.91337890625,"WPT 651","b2","0","No","leftcurve","streetlight pole","Very Good","Good","Default","","south","al","","80","Yes","300","","0","0","0","0","","","651","651_2017-10-25 14-50-37.png","/storage/emulated/0/MapIt/Pictures/b2/651/651_2017-10-25 14-50-37.png","2017-10-25-14-50-31","48.9134","0.6661"
650,43.37025383294531,-79.74887985295754,56.10673828125,"WPT 650","b2","cherryhill","No","s40","streetlight pole","Very Good","Very Good","Default","","north","al","","0","No","","","0","0","0","0","","2017-10-25-14-49-49","650","650_2017-10-25 14-49-10.png","/storage/emulated/0/MapIt/Pictures/b2/650/650_2017-10-25 14-49-10.png","2017-10-25-14-49-04","56.1067","0.5281"
649,43.37069263503781,-79.74858757211769,52.169970703125,"WPT 649","b2","0","Yes","nostopr","2in metal pole","Very Good","Very Good","Default","","north","al","","89","Yes","299","","0","0","0","0","","","","","","2017-10-25-14-47-44","52.17","0.6522"
648,43.370683167956486,-79.74857731273005,50.92265625,"WPT 648","b2","0","No","nostoptimel","u channel","Very Good","Very Good","Default","","north","al","","71","Yes","298","","0","0","0","0","","","648","648_2017-10-25 14-46-58.png","/storage/emulated/0/MapIt/Pictures/b2/648/648_2017-10-25 14-46-58.png","2017-10-25-14-46-54","50.9227","0.5157"
647,43.37062082319699,-79.7486673817184,53.48271484375,"WPT 647","b2","0","Yes","nostopl","2in metal pole","Very Good","Very Good","Default","","north","al","","0","No","","","0","0","0","0","","","","","","2017-10-25-14-46-24","53.4827","0.5959"
646,43.37062129971491,-79.74865662097181,53.395556640625,"WPT 646","b2","0","Yes","noparktimer","u channel","Very Good","Very Good","Default","","north","al","","79","Yes","297","","0","0","0","0","","","646","646_2017-10-25 14-45-42.png","/storage/emulated/0/MapIt/Pictures/b2/646/646_2017-10-25 14-45-42.png","2017-10-25-14-45-30","53.3956","0.6248"
645,43.370562444200004,-79.7485986665597,53.36162109375,"WPT 645","b2","cherryhill and adams","No","stop2","2in metal pole","Good","Fair","Default","","north","al","","79","Yes","296","","0","0","0","0","","2017-10-25-14-45-17","645","645_2017-10-25 14-44-08.png","/storage/emulated/0/MapIt/Pictures/b2/645/645_2017-10-25 14-44-08.png","2017-10-25-14-43-52","53.3616","0.9543"
644,43.371023076604615,-79.74808301432313,50.67900390625,"WPT 644","b2","Beechwood and cherryhill","No","n2","streetlight pole","Very Good","Very Good","Default","","north","al","","0","Yes","","","0","0","0","0","","","644","644_2017-10-25 14-42-09.png","/storage/emulated/0/MapIt/Pictures/b2/644/644_2017-10-25 14-42-09.png","2017-10-25-14-42-06","50.679","0.9562"
643,43.37096578259934,-79.74783964334165,52.157763671875,"WPT 643","b2","0","No","stop","streetlight pole","Good","Very Good","Default","","south","al","","0","Yes","","","0","0","0","0","","","643","643_2017-10-25 14-41-20.png","/storage/emulated/0/MapIt/Pictures/b2/643/643_2017-10-25 14-41-20.png","2017-10-25-14-41-13","52.1578","0.8473"
642,43.37130551431801,-79.74757064140977,52.991259765625,"WPT 642","b2","cherryhill","No","s40","streetlight pole","Very Good","Very Good","Default","","south","al","","88","Yes","295","","0","0","0","0","","2017-10-25-14-43-03","642","642_2017-10-25 14-39-22.png","/storage/emulated/0/MapIt/Pictures/b2/642/642_2017-10-25 14-39-22.png","2017-10-25-14-39-18","52.9913","1.1692"
641,43.37340650895476,-79.74572060108221,55.483203125,"WPT 641","b2","0","No","nostopl","u channel","Very Good","Very Good","Default","","south","al","","0","No","","","0","0","0","0","","","641","641_2017-10-25 13-53-08.png","/storage/emulated/0/MapIt/Pictures/b2/641/641_2017-10-25 13-53-08.png","2017-10-25-13-53-00","55.4832","0.4896"
640,43.37334207586082,-79.74580747997243,55.701953125,"WPT 640","b2","0","No","nostopr","u channel","Very Good","Very Good","Default","","north","al","","0","No","","","0","0","0","0","","","640","640_2017-10-25 13-52-32.png","/storage/emulated/0/MapIt/Pictures/b2/640/640_2017-10-25 13-52-32.png","2017-10-25-13-52-23","55.702","0.54"
639,43.37312426072094,-79.74573523300933,54.756884765625,"WPT 639","b2","0","No","s40","u channel","Very Good","Very Good","Default","","east","al","","76","Yes","294","","0","0","0","0","","","639","639_2017-10-25 13-51-09.png","/storage/emulated/0/MapIt/Pictures/b2/639/639_2017-10-25 13-51-09.png","2017-10-25-13-51-04","54.7569","0.5407"
638,43.3731011456166,-79.7455795658334,53.96416015625,"WPT 638","b2","0","Yes","name","2in metal pole","Very Good","Poor","Default","","west","al","","0","Yes","","","0","0","0","0","missing","","","","","2017-10-25-13-50-29","53.9642","0.5002"
637,43.37309804459528,-79.74557399075638,53.877734375,"WPT 637","b2","0","Yes","name","2in metal pole","Very Good","Very Good","Default","","north","al","","0","No","","","0","0","0","0","","","","","","2017-10-25-13-50-16","53.8777","0.5961"
636,43.37310549432823,-79.74557991510483,55.92509765625,"WPT 636","b2","cherryhill and meadowhill","No","stop","streetlight pole","Good","Very Good","Default","","west","al","","0","No","","","0","0","0","0","","","636","636_2017-10-25 13-49-41.png","/storage/emulated/0/MapIt/Pictures/b2/636/636_2017-10-25 13-49-41.png","2017-10-25-13-49-16","55.9251","1.1461"
635,43.37301859302352,-79.74536168841769,54.408740234375,"WPT 635","b2","0","No","noparkl","u channel","Very Good","Very Good","Default","","north","al","","85","Yes","294","","0","0","0","0","","","635","635_2017-10-25 13-46-44.png","/storage/emulated/0/MapIt/Pictures/b2/635/635_2017-10-25 13-46-44.png","2017-10-25-13-46-38","54.4087","0.4259"
634,43.372920999224334,-79.74524485135589,51.987353515625,"WPT 634","b2","0","Yes","bump","2in metal pole","Very Good","Very Good","Default","","south","al","","73","Yes","293","","0","0","0","0","","","","","","2017-10-25-13-45-32","51.9874","0.4545"
633,43.3729407896044,-79.74524944541372,53.23662109375,"WPT 633","b2","0","Yes","bump","2in metal pole","Very Good","Very Good","Default","","north","al","","76","Yes","292","","0","0","0","0","","","","","","2017-10-25-13-44-40","53.2366","0.4979"
632,43.37292247872301,-79.74524706863485,53.491015625,"WPT 632","b2","0","No","warn30","u channel","Very Good","Very Good","Default","","north","al","","55","Yes","291","","0","0","0","0","","","632","632_2017-10-25 13-43-50.png","/storage/emulated/0/MapIt/Pictures/b2/632/632_2017-10-25 13-43-50.png","2017-10-25-13-43-43","53.491","0.5434"
631,43.3728624444384,-79.74515403134137,53.82353515625,"WPT 631","b2","0","No","noparkr","u channel","Very Good","Very Good","Default","","north","al","","84","Yes","291","","0","0","0","0","","","631","631_2017-10-25 13-42-37.png","/storage/emulated/0/MapIt/Pictures/b2/631/631_2017-10-25 13-42-37.png","2017-10-25-13-42-33","53.8235","0.5289"
630,43.372841469922605,-79.7449304652182,51.15166015625,"WPT 630","b2","0","Yes","bumpahead","hydro pole","Very Good","Very Good","Default","","south","al","","0","No","","","0","0","0","0","","","","","","2017-10-25-13-41-55","51.1517","0.5291"
629,43.372840769376126,-79.7449430574452,51.032275390625,"WPT 629","b2","meadowhill","No","warn30","hydro pole","Good","Very Good","Default","","south","al","","0","No","","","0","0","0","0","","","629","629_2017-10-25 13-41-26.png","/storage/emulated/0/MapIt/Pictures/b2/629/629_2017-10-25 13-41-26.png","2017-10-25-13-41-18","51.0323","0.5204"
628,43.372572309878706,-79.74506592760372,54.052783203125,"WPT 628","b2","0","No","neighbourhoodwatch","u channel","Very Good","Fair","Default","","west","al","","81","Yes","290","","0","0","0","0","","","628","628_2017-10-25 13-40-02.png","/storage/emulated/0/MapIt/Pictures/b2/628/628_2017-10-25 13-40-02.png","2017-10-25-13-39-56","54.0528","0.5222"
627,43.37259520643329,-79.74486984177202,53.5046875,"WPT 627","b2","cedarbrook and meadowhill","No","stop2","streetlight pole","Very Good","Very Good","Default","","south","al","","0","No","","","0","0","0","0","","","627","627_2017-10-25 13-38-56.png","/storage/emulated/0/MapIt/Pictures/b2/627/627_2017-10-25 13-38-56.png","2017-10-25-13-38-52","53.5047","0.5994"
