"ObjectId","Lat","Lon","Alt","name","description","Street Custom","Sign Names String","Support String","Sign Conditions String","Signs Sizes String","Signs Facing String","Signs Heights String","Signs RetroIDs String","Signs Backing String","Sign text","notes","changed","pictureFolder","pictureName","picturePath","created","altitude","accuracy"
2194,43.56452879575954,-79.82059774400477,166.292041015625,"WPT 2194","h1","0","ol gw","uv","f","","nn","18 54","1501 1502","al","","","2017-11-04-16-00-42","2194","2194_2017-11-04 15-59-41.png","/storage/emulated/0/MapIt/Pictures/h1/2194/2194_2017-11-04 15-59-41.png","2017-11-04-15-59-40","166.292","0.5149"
2193,43.56511963702724,-79.82153751214173,162.9451171875,"WPT 2193","h1","0","nostopr","lv","","","n","","","al","","","","2193","2193_2017-11-04 15-58-59.png","/storage/emulated/0/MapIt/Pictures/h1/2193/2193_2017-11-04 15-58-59.png","2017-11-04-15-58-58","162.9451","0.5241"
2192,43.565559413408664,-79.82219146657917,159.37138671875,"WPT 2192","h1","0","nostoplr","hv","","","n","","","al","","","","2192","2192_2017-11-04 15-58-29.png","/storage/emulated/0/MapIt/Pictures/h1/2192/2192_2017-11-04 15-58-29.png","2017-11-04-15-58-27","159.3714","0.5328"
2191,43.56593513120151,-79.82271447756102,161.4236328125,"WPT 2191","h1","0","nostoplr centrelaneonly","hv","","","nn","","","al","","","","2191","2191_2017-11-04 15-58-00.png","/storage/emulated/0/MapIt/Pictures/h1/2191/2191_2017-11-04 15-58-00.png","2017-11-04-15-57-58","161.4236","0.5439"
2190,43.56635034433293,-79.82328232307555,162.12333984375,"WPT 2190","h1","0","nostoplr","hv","","","n","","","al","","","","2190","2190_2017-11-04 15-57-24.png","/storage/emulated/0/MapIt/Pictures/h1/2190/2190_2017-11-04 15-57-24.png","2017-11-04-15-57-21","162.1233","0.5316"
2189,43.56670130253224,-79.82379972729541,162.531787109375,"WPT 2189","h1","0","nostoplr centrelaneonly","hv","","","nn","","","al","","","","2189","2189_2017-11-04 15-56-42.png","/storage/emulated/0/MapIt/Pictures/h1/2189/2189_2017-11-04 15-56-42.png","2017-11-04-15-56-40","162.5318","0.5393"
2188,43.567001724719375,-79.82417722187529,162.093310546875,"WPT 2188","h1","0","s70","hv","","","n","82","1500","al","","","","2188","2188_2017-11-04 15-55-34.png","/storage/emulated/0/MapIt/Pictures/h1/2188/2188_2017-11-04 15-55-34.png","2017-11-04-15-55-31","162.0933","0.4782"
2187,43.567120937053005,-79.82439133521439,162.469287109375,"WPT 2187","h1","0","s","s4","","","n","84","1499","al","","","","2187","2187_2017-11-04 15-54-35.png","/storage/emulated/0/MapIt/Pictures/h1/2187/2187_2017-11-04 15-54-35.png","2017-11-04-15-54-33","162.4693","0.5494"
2186,43.56734804935422,-79.82466287175521,162.22392578125,"WPT 2186","h1","0","","","","","","","","al","","","","2186","2186_2017-11-04 15-54-13.png","/storage/emulated/0/MapIt/Pictures/h1/2186/2186_2017-11-04 15-54-13.png","2017-11-04-15-54-12","162.2239","0.5861"
2185,43.56754295892188,-79.82492034336974,162.235888671875,"WPT 2185","h1","0","nostoplr","hv","","","n","","","al","","","","2185","2185_2017-11-04 15-53-45.png","/storage/emulated/0/MapIt/Pictures/h1/2185/2185_2017-11-04 15-53-45.png","2017-11-04-15-53-44","162.2359","0.5753"
2184,43.567823108540324,-79.82526260567829,162.118212890625,"WPT 2184","h1","0","n","s4","","","n","","","al","","","","2184","2184_2017-11-04 15-53-12.png","/storage/emulated/0/MapIt/Pictures/h1/2184/2184_2017-11-04 15-53-12.png","2017-11-04-15-53-11","162.1182","0.521"
2183,43.567813045959156,-79.82522283152139,161.788134765625,"WPT 2183","h1","0","","","","","","","","al","","","","2183","2183_2017-11-04 15-53-04.png","/storage/emulated/0/MapIt/Pictures/h1/2183/2183_2017-11-04 15-53-04.png","2017-11-04-15-53-02","161.7881","0.6254"
2182,43.56807003489939,-79.82556083459167,162.547412109375,"WPT 2182","h1","0","nostoplr","tg","","","n","","","al","","","","2182","2182_2017-11-04 15-52-19.png","/storage/emulated/0/MapIt/Pictures/h1/2182/2182_2017-11-04 15-52-19.png","2017-11-04-15-52-17","162.5474","0.5871"
2181,43.56835943550686,-79.82595599363776,160.982470703125,"WPT 2181","h1","0","nostopl","uv","","","n","92","1498","al","","","","2181","2181_2017-11-04 15-51-08.png","/storage/emulated/0/MapIt/Pictures/h1/2181/2181_2017-11-04 15-51-08.png","2017-11-04-15-51-06","160.9825","0.5331"
2180,43.56865530752566,-79.82634166421303,160.37431640625,"WPT 2180","h1","0","begintab s70","tv","","","nn","73 81","1496 1497","al","","","","2180","2180_2017-11-04 15-49-23.png","/storage/emulated/0/MapIt/Pictures/h1/2180/2180_2017-11-04 15-49-23.png","2017-11-04-15-49-21","160.3743","0.5372"
2179,43.568773666253946,-79.82653234033205,161.068408203125,"WPT 2179","h1","0","intersectleft","s4","","","w","75","1495","al","","","","2179","2179_2017-11-04 15-47-59.png","/storage/emulated/0/MapIt/Pictures/h1/2179/2179_2017-11-04 15-47-59.png","2017-11-04-15-47-58","161.0684","0.4475"
2178,43.569103155454286,-79.82694568565239,161.560595703125,"WPT 2178","h1","0","hwy3","uv","","","n","80","1494","al","","","","2178","2178_2017-11-04 15-46-32.png","/storage/emulated/0/MapIt/Pictures/h1/2178/2178_2017-11-04 15-46-32.png","2017-11-04-15-46-30","161.5606","0.4816"
2177,43.569205366082315,-79.82717065757788,161.27861328125,"WPT 2177","h1","0","nolit500 noenter owl owr","s6","l","","wens","27 66","1492 1493","al al w w","","","2017-11-04-15-45-34","2177","2177_2017-11-04 15-44-20.png","/storage/emulated/0/MapIt/Pictures/h1/2177/2177_2017-11-04 15-44-20.png","2017-11-04-15-44-19","161.2786","0.6256"
2176,43.56914298018455,-79.82740930490763,161.67314453125,"WPT 2176","h1","0","noenter","s4","","","e","71","1491","al","","","","2176","2176_2017-11-04 15-42-51.png","/storage/emulated/0/MapIt/Pictures/h1/2176/2176_2017-11-04 15-42-51.png","2017-11-04-15-42-49","161.6731","0.5114"
2175,43.569217826974636,-79.82751394879779,160.829150390625,"WPT 2175","h1","0","noenter warn","uv","","d 12","s","67","1490","al","","","2017-11-04-15-44-18","2175","2175_2017-11-04 15-43-30.png","/storage/emulated/0/MapIt/Pictures/h1/2175/2175_2017-11-04 15-43-30.png","2017-11-04-15-41-21","160.8292","0.4949"
2174,43.56936355186281,-79.82732250756271,161.55791015625,"WPT 2174","h1","0","noenter owr onl","s6","","","ssn","70","1489","al w w","","","","2174","2174_2017-11-04 15-39-47.png","/storage/emulated/0/MapIt/Pictures/h1/2174/2174_2017-11-04 15-39-47.png","2017-11-04-15-39-45","161.5579","0.5732"
2173,43.56938001362414,-79.8273471860175,161.588427734375,"WPT 2173","h1","0","nolit500","sv","","","w","75","1488","al","","","","2173","2173_2017-11-04 15-38-52.png","/storage/emulated/0/MapIt/Pictures/h1/2173/2173_2017-11-04 15-38-52.png","2017-11-04-15-38-50","161.5884","0.5603"
2172,43.569484473346165,-79.82708292321877,161.09013671875,"WPT 2172","h1","0","carpoolleft","s4","","","w","62","1487","w","","","2017-11-04-15-33-25","2172","2172_2017-11-04 15-32-24.png","/storage/emulated/0/MapIt/Pictures/h1/2172/2172_2017-11-04 15-32-24.png","2017-11-04-15-32-21","161.0901","0.7504"
2171,43.569397465283146,-79.82698655754575,161.6423828125,"WPT 2171","h1","0","roadname roadname roadname roadname","s6","vffg","","wwww","49 63 74 88","1483 1484 1485 1486","w w w w","","","2017-11-04-15-32-20","2171","2171_2017-11-04 15-29-44.png","/storage/emulated/0/MapIt/Pictures/h1/2171/2171_2017-11-04 15-29-44.png","2017-11-04-15-29-42","161.6424","0.6757"
2170,43.569174248980744,-79.82666332631561,157.188037109375,"WPT 2170","h1","0","s60","uv","","","s","","","al","","","","2170","2170_2017-11-04 15-28-51.png","/storage/emulated/0/MapIt/Pictures/h1/2170/2170_2017-11-04 15-28-51.png","2017-11-04-15-28-49","157.188","0.6642"
2169,43.56902227466162,-79.82647996711421,156.79228515625,"WPT 2169","h1","0","or","uv","","","n","6","1482","al","","","","2169","2169_2017-11-04 15-27-40.png","/storage/emulated/0/MapIt/Pictures/h1/2169/2169_2017-11-04 15-27-40.png","2017-11-04-15-27-38","156.7923","0.5917"
2168,43.5687820080102,-79.82618226469094,159.381884765625,"WPT 2168","h1","0","or","uv","","","n","60","1481","al","","","","2168","2168_2017-11-04 15-26-31.png","/storage/emulated/0/MapIt/Pictures/h1/2168/2168_2017-11-04 15-26-31.png","2017-11-04-15-26-29","159.3819","0.5275"
2167,43.5686104477827,-79.82594219051498,158.421923828125,"WPT 2167","h1","0","ol","uv","","","s","60","1480","al","","","","2167","2167_2017-11-04 15-25-33.png","/storage/emulated/0/MapIt/Pictures/h1/2167/2167_2017-11-04 15-25-33.png","2017-11-04-15-25-31","158.4219","0.4348"
2166,43.56855243714017,-79.82585869251852,160.22783203125,"WPT 2166","h1","0","nostopr","uv","p","20","s","86","1479","al","","","2017-11-04-15-25-28","2166","2166_2017-11-04 15-24-36.png","/storage/emulated/0/MapIt/Pictures/h1/2166/2166_2017-11-04 15-24-36.png","2017-11-04-15-24-35","160.2278","0.5103"
2165,43.56852297374553,-79.82579562969295,160.221240234375,"WPT 2165","h1","0","s60b","uv","","","s","72","1478","al","","","","2165","2165_2017-11-04 15-23-40.png","/storage/emulated/0/MapIt/Pictures/h1/2165/2165_2017-11-04 15-23-40.png","2017-11-04-15-23-38","160.2212","0.494"
2164,43.5682979281828,-79.82546953504789,155.901904296875,"WPT 2164","h1","0","nostoplr s70","lv","","","ss","","","al","","","","2164","2164_2017-11-04 15-22-38.png","/storage/emulated/0/MapIt/Pictures/h1/2164/2164_2017-11-04 15-22-38.png","2017-11-04-15-22-36","155.9019","0.5265"
2163,43.5680645436687,-79.82511206896379,160.8572265625,"WPT 2163","h1","0","nostoplr","lv","","","s","","","al","","","","2163","2163_2017-11-04 15-22-08.png","/storage/emulated/0/MapIt/Pictures/h1/2163/2163_2017-11-04 15-22-08.png","2017-11-04-15-22-06","160.8572","0.4798"
2162,43.56782747987927,-79.824863956419,160.097705078125,"WPT 2162","h1","0","roadname","d6","","","s","84","1477","w","","","2017-11-04-15-21-40","2162","2162_2017-11-04 15-20-52.png","/storage/emulated/0/MapIt/Pictures/h1/2162/2162_2017-11-04 15-20-52.png","2017-11-04-15-20-50","160.0977","0.5091"
2161,43.56778550454328,-79.8247620066868,156.177783203125,"WPT 2161","h1","0","nostoplr s70","lv","","","ss","","","al","","","","2161","2161_2017-11-04 15-20-22.png","/storage/emulated/0/MapIt/Pictures/h1/2161/2161_2017-11-04 15-20-22.png","2017-11-04-15-20-20","156.1778","0.4834"
2160,43.56749084877356,-79.82438133739743,161.02666015625,"WPT 2160","h1","0","nostoplr","lv","","","s","","","al","","","","2160","2160_2017-11-04 15-19-39.png","/storage/emulated/0/MapIt/Pictures/h1/2160/2160_2017-11-04 15-19-39.png","2017-11-04-15-19-37","161.0267","0.5025"
2159,43.56748648312987,-79.8241607390155,161.7185546875,"WPT 2159","h1","0","s noexit","lv","","","ew","","","al","","","","2159","2159_2017-11-04 15-18-57.png","/storage/emulated/0/MapIt/Pictures/h1/2159/2159_2017-11-04 15-18-57.png","2017-11-04-15-18-55","161.7186","0.5434"
2158,43.56727285186753,-79.82402682562133,160.773486328125,"WPT 2158","h1","0","noexit nostoplr","lv","","","ww","","","al","","","","2158","2158_2017-11-04 15-18-24.png","/storage/emulated/0/MapIt/Pictures/h1/2158/2158_2017-11-04 15-18-24.png","2017-11-04-15-18-21","160.7735","0.6828"
2157,43.567240920795484,-79.82398482863391,161.08330078125,"WPT 2157","h1","0","n n","2v","","","nw","","","al","","","","2157","2157_2017-11-04 15-18-09.png","/storage/emulated/0/MapIt/Pictures/h1/2157/2157_2017-11-04 15-18-09.png","2017-11-04-15-18-07","161.0833","0.4995"
2156,43.56696459476224,-79.82359506189822,162.8748046875,"WPT 2156","h1","0","","","","","","","","al","","","","2156","2156_2017-11-04 15-17-28.png","/storage/emulated/0/MapIt/Pictures/h1/2156/2156_2017-11-04 15-17-28.png","2017-11-04-15-17-26","162.8748","1.0026"
2155,43.566679659493275,-79.82333692654174,154.702685546875,"WPT 2155","h1","0","","","","","","","","al","","","","2155","2155_2017-11-04 15-17-03.png","/storage/emulated/0/MapIt/Pictures/h1/2155/2155_2017-11-04 15-17-03.png","2017-11-04-15-17-00","154.7027","1.4026"
2154,43.56638279381332,-79.8228734477234,161.8552734375,"WPT 2154","h1","0","nostoplr","lv","","","s","","","al","","","","2154","2154_2017-11-04 15-16-27.png","/storage/emulated/0/MapIt/Pictures/h1/2154/2154_2017-11-04 15-16-27.png","2017-11-04-15-16-25","161.8553","0.6025"
2153,43.56638366662628,-79.82285692625373,162.191455078125,"WPT 2153","h1","0","intersectionright","wv","","","s","","","al","","","","2153","2153_2017-11-04 15-16-03.png","/storage/emulated/0/MapIt/Pictures/h1/2153/2153_2017-11-04 15-16-03.png","2017-11-04-15-16-02","162.1915","0.9268"
2152,43.566139082080554,-79.82255523048661,162.928515625,"WPT 2152","h1","0","nostoplr uptabgreen to401 n","lv","","","ssss","","","al","","","","2152","2152_2017-11-04 15-14-51.png","/storage/emulated/0/MapIt/Pictures/h1/2152/2152_2017-11-04 15-14-51.png","2017-11-04-15-14-49","162.9285","0.6372"
2151,43.56582649197662,-79.82217421768655,160.523486328125,"WPT 2151","h1","0","nostoplr","lv","","","s","","","al","","","","2151","2151_2017-11-04 15-14-18.png","/storage/emulated/0/MapIt/Pictures/h1/2151/2151_2017-11-04 15-14-18.png","2017-11-04-15-14-15","160.5235","0.6243"
2150,43.56528554864326,-79.8213485799206,160.175341796875,"WPT 2150","h1","0","nostopl centrelaneonly","lv","","","s","","","al","","","","2150","2150_2017-11-04 15-13-26.png","/storage/emulated/0/MapIt/Pictures/h1/2150/2150_2017-11-04 15-13-26.png","2017-11-04-15-13-24","160.1753","0.7319"
2149,43.56474552691543,-79.8205274873635,158.02470703125,"WPT 2149","h1","0","or","uv","","","n","22","1476","al","","","","2149","2149_2017-11-04 15-12-23.png","/storage/emulated/0/MapIt/Pictures/h1/2149/2149_2017-11-04 15-12-23.png","2017-11-04-15-12-21","158.0247","0.5334"
2148,43.562501287562554,-79.81716665037675,168.09794921875,"WPT 2148","h1","0","icestab ices","lv","","","ss","84","1475","al","","","","2148","2148_2017-11-04 15-09-44.png","/storage/emulated/0/MapIt/Pictures/h1/2148/2148_2017-11-04 15-09-44.png","2017-11-04-15-09-43","168.0979","0.7721"
2147,43.56147124859854,-79.81610806541539,162.6326171875,"WPT 2147","h1","0","or mr","2v","","","nn","44 88","1473 1474","al","","","","2147","2147_2017-11-04 15-07-16.png","/storage/emulated/0/MapIt/Pictures/h1/2147/2147_2017-11-04 15-07-16.png","2017-11-04-15-07-14","162.6326","0.4928"
