Msrmt Number,0.2 Alpha Legend,0.5 Alpha Legend,0.2 Alpha Bkgrnd,0.5 Alpha Bkgrnd,Date/Time,Latitude,Longitude,Position Accuracy (m),Barcode,Standard Comments,User Comment
752,  1.6,  1.6,  231, 90.5, 10/30/2017 17:25:23, 43.381597N, 79.737963W, 11, B04559,, 
753,  0.0,  0.5, 41.9, 30.5, 10/30/2017 17:26:33, 43.381570N, 79.738000W, 11, B04560,, 
754,  2.4,  1.6,  372,  292, 10/30/2017 17:30:15, 43.381015N, 79.738568W, 11, B04561,, 
755,  1.6,  1.1,  1.6,  1.6, 10/30/2017 17:32:18, 43.380480N, 79.739092W, 11, B04562,, 
756,  9.5,  4.8, 73.5, 46.0, 10/30/2017 17:32:29, 43.380495N, 79.739080W, 11, B04563,, 
757,  1.6,  1.1, 82.7, 37.2, 10/30/2017 17:34:54, 43.380075N, 79.739420W, 11, B04564,, 
758,  2.4,  1.6,  6.3,  5.9, 10/30/2017 17:36:06, 43.379947N, 79.739600W, 11, B04565,, 
759,  1.6,  1.6,  5.6,  4.3, 10/30/2017 17:38:20, 43.379513N, 79.740378W, 11, B04566,, 
760,  640,  387,  1.6,  1.1, 10/30/2017 17:39:42, 43.379558N, 79.740497W, 11, B04567,, 
761,  1.6,  1.1,  481,  332, 10/30/2017 17:39:58, 43.379558N, 79.740497W, 11, B04568,, 
762,  611,  295,  171, 99.3, 10/30/2017 17:41:29, 43.379432N, 79.740505W, 11, B04569,, 
763, , , , , 10/30/2017 17:44:53, 43.378353N, 79.741752W, 11, B04570,, 
764,  528,  325,  156,  103, 10/30/2017 17:46:01, 43.378335N, 79.741732W, 11, B04571,, 
765, , , , , 10/30/2017 17:55:03, 43.375622N, 79.744645W, 11, B04573,, 
766,  537,  284,  147, 95.0, 10/30/2017 17:56:06, 43.375625N, 79.744700W, 11, B04574,, 
767,  1.6,  1.1,  787,  452, 10/30/2017 18:01:44, 43.373428N, 79.746982W, 11, B04575,, 
768, 33.4, 23.2,  115, 97.2, 10/30/2017 18:02:38, 43.373430N, 79.747035W, 11, B04576,, 
769,  601,  312,  155, 99.3, 10/30/2017 18:06:45, 43.373418N, 79.747120W, 11, B04577,, 
770,  1.6,  1.6,  370,  195, 10/30/2017 18:08:19, 43.373413N, 79.747127W, 11, B04578,, 
771,  1.6,  1.1,  388,  194, 10/30/2017 18:09:37, 43.373332N, 79.747092W, 11, B04579,, 
772,  1.6,  1.1, 38.2, 41.5, 10/30/2017 18:10:07, 43.373322N, 79.747120W, 11, B04580,, 
773,  1.6,  1.6, 78.8, 29.9, 10/30/2017 18:15:04, 43.371347N, 79.749302W, 11, B04581,, 
774,  1.6,  1.1, 35.8, 18.3, 10/30/2017 18:16:36, 43.371127N, 79.749445W, 11, B04582,, 
775,  1.6,  1.6,  116,  109, 10/30/2017 18:16:56, 43.371108N, 79.749397W, 11, B04584,, 
776,  1.6,  1.6,  107, 90.2, 10/30/2017 18:22:33, 43.369515N, 79.751307W, 11, B04584,, 
777, 25.4, 11.3,  134,  109, 10/30/2017 18:22:48, 43.369530N, 79.751325W, 11, B04585,, 
778, , , , , 10/30/2017 18:25:26, 43.369442N, 79.751662W, 11, B04586,, 
779, , , , , 10/30/2017 18:25:37, 43.369443N, 79.751662W, 11, B04587,, 
780,  0.0,  0.0,  397,  225, 10/30/2017 18:32:43, 43.367400N, 79.753817W, 11, B04588,, 
781,  1.6,  1.6,  404,  273, 10/30/2017 18:32:56, 43.367402N, 79.753815W, 11, B04589,, 
782,  0.0,  0.0,  351,  258, 10/30/2017 18:34:54, 43.367130N, 79.753847W, 11, B04590,, 
783,  2.4,  1.6, 95.2, 78.9, 10/30/2017 18:36:28, 43.367103N, 79.753590W, 11, B04591,, 
784,  1.6,  1.6,  435,  308, 10/30/2017 18:38:32, 43.367103N, 79.753523W, 11, B04592,, 
785,  1.6,  1.6,  530,  273, 10/30/2017 18:38:41, 43.367100N, 79.753515W, 11, B04593,, 
786,  0.0,  0.0,  426,  220, 10/30/2017 18:40:25, 43.366867N, 79.753270W, 11, B04593,, 
787,  0.0,  0.0,  430,  244, 10/30/2017 18:40:44, 43.366865N, 79.753268W, 11, B04594,, 
788,  0.8,  1.1,  437,  234, 10/30/2017 18:43:44, 43.367375N, 79.753475W, 11, B04595,, 
789,  1.6,  1.1,  458,  219, 10/30/2017 18:43:52, 43.367375N, 79.753475W, 11, B04596,, 
790,  0.8,  1.1,  512,  263, 10/30/2017 18:46:03, 43.367717N, 79.753085W, 11, B04597,, 
791,  2.4,  1.1,  605,  319, 10/30/2017 18:46:14, 43.367722N, 79.753083W, 11, B04598,, 
792,  0.8,  0.5,  564,  297, 10/30/2017 20:42:17, 43.371810N, 79.725112W, 11, B04598,, 
793,  117, 87.0,  460,  325, 10/30/2017 20:42:37, 43.371793N, 79.725085W, 11, B04599,, 
794,  0.8,  0.0, 95.7, 79.2, 10/30/2017 20:44:59, 43.371458N, 79.725445W, 11, B04600,, 
795,  0.8,  1.1, 85.1, 73.1, 10/30/2017 20:45:12, 43.371458N, 79.725445W, 11, B04601,, 
796,  0.8,  1.1,  376,  262, 10/30/2017 20:51:15, 43.370117N, 79.727167W, 11, B04602,, 
797,  0.8,  1.1,  0.8,  1.1, 10/30/2017 20:51:31, 43.370100N, 79.727158W, 11, B04603,, 
798,  0.8,  1.1,  508,  322, 10/30/2017 20:51:48, 43.370095N, 79.727160W, 11, B04604,, 
799,  0.8,  0.5,  429,  261, 10/30/2017 20:53:45, 43.369917N, 79.727368W, 11, B04605,, 
800,  0.8,  0.5,  0.8,  0.5, 10/30/2017 20:53:56, 43.369915N, 79.727368W, 11, B04606,, 
801,  0.8,  0.5,  515,  324, 10/30/2017 20:54:16, 43.369903N, 79.727373W, 11, B04607,, 
802,  0.8,  1.1,  151,  106, 10/30/2017 20:56:18, 43.369627N, 79.727672W, 11, B04608,, 
803,  0.8,  1.1,  147,  115, 10/30/2017 20:56:32, 43.369630N, 79.727692W, 11, B04609,, 
804,  546,  353,  160, 99.9, 10/30/2017 21:01:39, 43.368122N, 79.729953W, 11, B04610,, 
805,  7.1,  5.9,  106, 84.6, 10/30/2017 21:04:20, 43.367785N, 79.730382W, 11, B04611,, 
806, 27.7, 21.9,  106, 85.4, 10/30/2017 21:04:29, 43.367787N, 79.730400W, 11, B04612,, 
807,  0.8,  1.1,  410,  241, 10/30/2017 21:06:37, 43.367577N, 79.730753W, 11, B04613,, 
808,  1.6,  1.1,  382,  256, 10/30/2017 21:06:58, 43.367573N, 79.730753W, 11, B04614,, 
809,  0.8,  0.5, 98.3, 81.1, 10/30/2017 21:08:16, 43.367525N, 79.730822W, 11, B04615,, 
810,  0.8,  0.5,  109, 88.1, 10/30/2017 21:08:31, 43.367523N, 79.730822W, 11, B04616,, 
811,  1.6,  1.1,  430,  268, 10/30/2017 21:09:15, 43.367477N, 79.730863W, 11, B04617,, 
812,  1.6,  1.6,  379,  274, 10/30/2017 21:09:27, 43.367492N, 79.730890W, 11, B04618,, 
813,  0.8,  1.1,  1.6,  1.6, 10/30/2017 21:13:46, 43.366895N, 79.732767W, 11, B04619,, 
814,  1.6,  1.1, 67.8, 27.2, 10/30/2017 21:15:50, 43.366822N, 79.732905W, 11, B04620,, 
815,  1.6,  1.1,  106, 85.9, 10/30/2017 21:17:47, 43.366387N, 79.733502W, 11, B04621,, 
816, 12.7,  9.6,  110, 88.1, 10/30/2017 21:18:06, 43.366437N, 79.733507W, 11, B04622,, 
817,  1.6,  0.5,  585,  329, 10/30/2017 21:19:41, 43.366068N, 79.733638W, 11, B04623,, 
818,  173, 91.3,  617,  295, 10/30/2017 21:19:54, 43.366137N, 79.733772W, 11, B04624,, 
819,  507,  345,  160,  103, 10/30/2017 21:26:46, 43.364150N, 79.738865W, 11, B04626,, 
820, , , , , 10/30/2017 21:28:04, 43.363945N, 79.739013W, 11, B04627,, 
821, 17.4, 13.4,  105, 87.0, 10/30/2017 21:29:37, 43.363795N, 79.739360W, 11, B04628,, 
822,  1.6,  1.1,  102, 84.3, 10/30/2017 21:29:46, 43.363795N, 79.739360W, 11, ,, 
823,  5.6,  2.7, 96.0, 46.2, 10/30/2017 21:35:03, 43.362713N, 79.741285W, 11, B04630,, 
824,  5.6,  2.7, 95.2, 46.2, 10/30/2017 21:35:20, 43.362710N, 79.741287W, 11, B04631,, 
825,  511,  344,  151, 89.7, 10/30/2017 21:36:54, 43.362585N, 79.741288W, 11, B04632,, 
826,  141, 84.0,  544,  374, 10/30/2017 21:39:30, 43.362133N, 79.741805W, 11, B04633,, 
827,  0.8,  1.1,  141,  113, 10/30/2017 21:44:21, 43.360497N, 79.744485W, 11, ,, 
828,  0.8,  1.1, 56.1, 27.8, 10/30/2017 21:45:40, 43.360328N, 79.744640W, 11, B04635,, 
829,  177,  133,  0.8,  1.1, 10/30/2017 21:46:50, 43.360392N, 79.744648W, 11, ,, 
830,  0.8,  1.1, 75.6, 33.4, 10/30/2017 21:49:38, 43.360273N, 79.744502W, 11, B04637,, 
831,  0.8,  1.1, 70.0, 35.0, 10/30/2017 21:49:52, 43.360273N, 79.744502W, 11, B04638,, 
832,  1.6,  1.1,  470,  309, 10/30/2017 21:51:08, 43.360252N, 79.744420W, 11, B04639,, 
833,  0.8,  0.5, 67.8, 24.6, 10/30/2017 21:52:48, 43.360308N, 79.744333W, 11, B04640,, 
834,  1.6,  1.1, 76.5, 35.8, 10/30/2017 21:53:17, 43.360310N, 79.744328W, 11, B04641,, 
835,  1.6,  1.1,  515,  276, 10/30/2017 21:56:42, 43.359410N, 79.742978W, 11, B04642,, 
836,  1.6,  1.6,  316,  269, 10/30/2017 21:57:03, 43.359410N, 79.742977W, 11, B04643,, 
837,  1.6,  1.6,  468,  275, 10/30/2017 21:57:18, 43.359408N, 79.742977W, 11, B04644,, 
838,  1.6,  1.1,  340,  197, 10/30/2017 21:58:45, 43.359418N, 79.742993W, 11, B04645,, 
839,  1.6,  1.1,  537,  263, 10/30/2017 21:59:01, 43.359392N, 79.742993W, 11, B04646,, 
840,  207, 80.5,  2.4,  2.1, 10/30/2017 22:11:58, 43.362465N, 79.741010W, 11, B04647,, 
841,  145, 84.3,  582,  357, 10/30/2017 22:13:29, 43.362588N, 79.740973W, 11, B04648,, 
842,  311,  211, , , 10/31/2017 19:41:47, 0.000000 , 0.000000 , 11, B04507,, 
843,  6.9,  2.1, 32.3, 14.1, 10/31/2017 19:44:26, 43.376517N, 79.744777W, 11, B04506,, 
844,  455,  302,  150, 87.5, 10/31/2017 19:46:05, 43.377762N, 79.743705W, 11, B04505,, 
845,  602,  291,  126, 70.0, 10/31/2017 19:48:33, 43.377927N, 79.744375W, 11, B04504,, 
846,  571,  283,  147, 85.4, 10/31/2017 19:50:22, 43.378742N, 79.747322W, 11, B04503,, 
847, 44.7, 40.2, 90.7, 78.1, 10/31/2017 19:55:38, 43.376707N, 79.745957W, 11, B04502,, 
848, 24.0, 19.4,  126, 98.7, 10/31/2017 19:56:24, 43.376697N, 79.745933W, 11, B04501,, 
849,  5.4,  4.2,  125, 98.7, 10/31/2017 19:56:33, 43.376700N, 79.745950W, 11, B04500,, 
850,  0.0, -0.5,  134,  103, 10/31/2017 19:56:41, 43.376717N, 79.745958W, 11, B04499,, 
851,  3.9,  3.1,  127, 98.2, 10/31/2017 19:58:20, 43.376737N, 79.746097W, 11, B04498,, 
852,  6.2,  4.7,  130,  101, 10/31/2017 19:58:29, 43.376728N, 79.746107W, 11, B04497,, 
853, 11.6,  9.4,  111, 85.6, 10/31/2017 19:58:39, 43.376720N, 79.746112W, 11, B04496,, 
854,  496,  272,  170, 94.7, 10/31/2017 20:02:44, 43.377680N, 79.747548W, 11, B04495,, 
855,  0.0,  0.0,  136,  111, 10/31/2017 20:05:46, 43.377938N, 79.747687W, 11, B04508,, 
856,  0.0,  0.0,  131,  106, 10/31/2017 20:06:00, 43.377940N, 79.747683W, 11, B04509,, 
857,  5.4,  3.7,  136,  112, 10/31/2017 20:06:09, 43.377943N, 79.747680W, 11, B04510,, 
858,  0.0,  0.0,  546,  320, 10/31/2017 20:08:06, 43.378040N, 79.747918W, 11, B04511,, 
859,  0.8,  0.5,  590,  339, 10/31/2017 20:09:18, 43.378048N, 79.747757W, 11, B04512,, 
860, 60.3, 45.0,  130,  102, 10/31/2017 20:10:44, 43.378007N, 79.747667W, 11, B04513,, 
861,  0.0,  0.0,  134,  103, 10/31/2017 20:10:55, 43.378005N, 79.747680W, 11, B04514,, 
862,  0.0,  0.0,  120, 94.0, 10/31/2017 20:11:08, 43.377997N, 79.747680W, 11, B04515,, 
863,  6.9,  4.7,  119, 92.9, 10/31/2017 20:11:17, 43.377988N, 79.747683W, 11, B04516,, 
864, 10.0,  3.1,  0.8,  0.5, 10/31/2017 20:14:48, 43.378505N, 79.747830W, 11, B04649,, 
865,  463,  316,  175, 97.3, 10/31/2017 20:16:39, 43.378427N, 79.748122W, 11, B04650,, 
866,  107, 68.5,  536,  319, 10/31/2017 20:21:38, 43.378700N, 79.749685W, 11, B04651,, 
867,  142, 93.9,  607,  268, 10/31/2017 20:21:46, 43.378702N, 79.749687W, 11, B04652,, 
868,  142, 86.7,  494,  317, 10/31/2017 20:21:55, 43.378710N, 79.749683W, 11, B04653,, 
869,  159, 89.0,  642,  304, 10/31/2017 20:23:20, 43.378807N, 79.749578W, 11, B04654,, 
870,  619,  303,  147, 91.4, 10/31/2017 20:23:31, 43.378808N, 79.749587W, 11, B04655,, 
871, 45.4, 24.5, 18.6, 12.0, 10/31/2017 20:25:20, 43.378842N, 79.749582W, 11, B04656,, 
872,  129,  100, 47.7, 28.6, 10/31/2017 20:25:31, 43.378837N, 79.749578W, 11, B04657,, 
873,  123, 80.1,  493,  364, 10/31/2017 20:25:41, 43.378832N, 79.749553W, 11, B04658,, 
874,  145, 90.3,  543,  349, 10/31/2017 20:27:26, 43.378732N, 79.749408W, 11, B04659,, 
875,  134, 95.5,  245,  160, 10/31/2017 20:27:36, 43.378632N, 79.749435W, 11, B04660,, 
876,  141, 96.5,  561,  353, 10/31/2017 20:27:45, 43.378580N, 79.749467W, 11, B04661,, 
877,  142, 96.9,  547,  329, 10/31/2017 20:29:08, 43.378610N, 79.749422W, 11, B04662,, 
878,  157, 96.6,  506,  336, 10/31/2017 20:29:15, 43.378627N, 79.749427W, 11, B04663,, 
879,  544,  356,  153,  101, 10/31/2017 20:29:23, 43.378643N, 79.749415W, 11, B04664,, 
880, 19.2,  8.8, 69.0, 33.7, 10/31/2017 20:30:26, 43.378672N, 79.749372W, 11, B04665,, 
881,  131, 79.1,  412,  302, 10/31/2017 20:33:19, 43.378642N, 79.749612W, 11, B04672,, 
882,  132, 73.8,  443,  308, 10/31/2017 20:33:39, 43.378642N, 79.749610W, 11, B04673,, 
883,  443,  285,  139, 77.3, 10/31/2017 20:33:52, 43.378642N, 79.749610W, 11, B04674,, 
884,  2.3,  1.0, 70.7, 63.5, 10/31/2017 20:38:17, 43.378538N, 79.750012W, 11, B04706,, 
885,  108, 78.6,  425,  209, 10/31/2017 20:40:30, 43.378215N, 79.750327W, 11, B04705,, 
886,  132, 93.5,  435,  323, 10/31/2017 20:42:43, 43.376977N, 79.751755W, 11, B04704,, 
887,  152, 85.3, , , 10/31/2017 20:42:58, 43.376978N, 79.751755W, 11, B04703,, 
888,  517,  347,  129, 87.7, 10/31/2017 20:43:13, 43.376980N, 79.751742W, 11, B04702,, 
889,  0.8,  0.0,  592,  379, 10/31/2017 20:44:11, 43.377013N, 79.751730W, 11, B04707,, 
890,  167, 94.5,  605,  324, 10/31/2017 20:45:09, 43.377040N, 79.751722W, 11, B04701,, 
891,  163, 93.5,  552,  274, 10/31/2017 20:45:23, 43.377040N, 79.751722W, 11, B04700,, 
892,  558,  341,  159, 91.1, 10/31/2017 20:45:41, 43.377042N, 79.751722W, 11, B04699,, 
893,  3.1,  1.6,  338,  263, 10/31/2017 20:47:43, 43.377167N, 79.751522W, 11, B04708,, 
894,  153, 96.6,  583,  335, 10/31/2017 20:48:51, 43.377133N, 79.751492W, 11, B04698,, 
895,  167, 95.0,  534,  348, 10/31/2017 20:49:01, 43.377133N, 79.751492W, 11, B04697,, 
896,  578,  316,  160, 95.8, 10/31/2017 20:49:15, 43.377132N, 79.751490W, 11, B04696,, 
897,  0.8,  0.0,  377,  308, 10/31/2017 20:50:54, 43.377307N, 79.751420W, 11, B04695,, 
898, 85.8, 53.9,  418,  277, 10/31/2017 20:52:51, 43.376965N, 79.751625W, 11, B04694,, 
899,  125, 84.3,  454,  288, 10/31/2017 20:53:12, 43.376963N, 79.751625W, 11, B04693,, 
900,  496,  292,  149, 90.6, 10/31/2017 20:53:39, 43.376963N, 79.751623W, 11, B04692,, 
901,  0.0,  0.0,  254,  192, 10/31/2017 20:54:49, 43.376942N, 79.751620W, 11, B04691,, 
902,  474,  278,  142, 96.5, 10/31/2017 20:57:00, 43.376567N, 79.751830W, 11, B04690,, 
903,  1.5,  0.5,  581,  357, 10/31/2017 21:02:58, 43.376408N, 79.752167W, 11, B04689,, 
904,  374,  290,  154, 96.3, 10/31/2017 21:06:20, 43.376300N, 79.752540W, 11, B04688,, 
905, 47.9, 37.7,  121, 94.5, 10/31/2017 21:09:43, 43.375448N, 79.753272W, 11, B04687,, 
906, 76.6, 59.2,  120, 94.0, 10/31/2017 21:09:57, 43.375472N, 79.753270W, 11, B04686,, 
907, 23.8, 18.7,  121, 97.1, 10/31/2017 21:10:26, 43.375452N, 79.753260W, 11, B04685,, 
908, 25.4, 19.3,  131,  101, 10/31/2017 21:10:46, 43.375437N, 79.753243W, 11, B04684,, 
909, 13.1, 10.4,  123, 97.1, 10/31/2017 21:12:33, 43.375412N, 79.753208W, 11, B04683,, 
910,  0.8,  0.5,  126,  100, 10/31/2017 21:12:49, 43.375410N, 79.753212W, 11, B04682,, 
911,  7.7,  5.7,  133,  103, 10/31/2017 21:13:08, 43.375410N, 79.753213W, 11, B04681,, 
912,  510,  262,  120, 74.1, 10/31/2017 21:14:31, 43.375400N, 79.753208W, 11, B04680,, 
913,  0.8,  0.5,  348,  267, 10/31/2017 21:18:42, 43.375032N, 79.753505W, 11, B04679,, 
914,  0.8,  0.5,  595,  347, 10/31/2017 21:20:30, 43.374902N, 79.753650W, 11, B04678,, 
915, , , , , 10/31/2017 21:20:32, 43.374902N, 79.753650W, 11, ,, 
916, , , , , 10/31/2017 21:22:04, 43.374848N, 79.753533W, 11, B04677,, 
917,  417,  275,  107, 73.9, 11/01/2017 14:03:11, 43.364850N, 79.746123W, 11, B04709,, 
918,  0.0, -0.5, 96.6, 80.5, 11/01/2017 14:04:24, 43.364733N, 79.746088W, 11, B04710,, 
919,  0.0, -0.5,  578,  311, 11/01/2017 14:06:19, 43.364827N, 79.746575W, 11, B04711,, 
920,  0.0, -0.5, 76.3, 66.8, 11/01/2017 14:09:04, 43.364397N, 79.746923W, 11, B04712,, 
921,  0.0,  0.0, 76.3, 66.8, 11/01/2017 14:09:33, 43.364353N, 79.746967W, 11, B04713,, 
922,  0.8,  0.0, 73.3, 63.7, 11/01/2017 14:09:45, 43.364387N, 79.746957W, 11, B04714,, 
923,  0.0,  0.0, 84.8, 72.6, 11/01/2017 14:11:36, 43.364367N, 79.746997W, 11, B04715,, 
924,  0.0, -0.5, 84.0, 73.6, 11/01/2017 14:11:44, 43.364368N, 79.747000W, 11, B04716,, 
925,  0.0, -0.5, 87.9, 74.7, 11/01/2017 14:11:52, 43.364367N, 79.746992W, 11, B04717,, 
926,  0.0, -0.5,  263,  104, 11/01/2017 14:15:58, 43.363592N, 79.747675W, 11, B04719,, 
927,  0.0, -0.5,  262,  104, 11/01/2017 14:16:08, 43.363593N, 79.747675W, 11, B04718,, 
928, , ,  489,  277, 11/01/2017 14:16:20, 43.363592N, 79.747675W, 11, ,, 
929,  0.8, -0.5,  277,  216, 11/01/2017 14:21:13, 43.362287N, 79.749107W, 11, B04720,, 
930,  562,  304,  116, 75.3, 11/01/2017 14:24:04, 43.362153N, 79.749632W, 11, B04721,, 
931,  0.0, -0.5, 88.7, 73.6, 11/01/2017 14:26:05, 43.361745N, 79.749962W, 11, B04722,, 
932,  0.0, -0.5, 77.1, 63.7, 11/01/2017 14:26:13, 43.361752N, 79.749965W, 11, B04723,, 
933,  0.0, -0.5, 96.4, 77.8, 11/01/2017 14:28:26, 43.361565N, 79.750142W, 11, B04725,, 
934,  0.0,  0.0, 97.2, 79.4, 11/01/2017 14:28:34, 43.361585N, 79.750090W, 11, B04724,, 
935,  0.0,  0.0, 96.4, 80.4, 11/01/2017 14:28:41, 43.361575N, 79.750097W, 11, B04726,, 
936,  0.0,  0.0, 89.4, 75.2, 11/01/2017 14:30:13, 43.361562N, 79.750225W, 11, B04727,, 
937,  0.0,  0.0, 87.9, 74.7, 11/01/2017 14:30:21, 43.361562N, 79.750223W, 11, B04728,, 
938,  0.0,  0.0, 89.4, 75.7, 11/01/2017 14:30:28, 43.361560N, 79.750245W, 11, B04729,, 
939,  483,  319,  138, 98.3, 11/01/2017 14:34:16, 43.361027N, 79.750785W, 11, B04730,, 
940,  0.8,  0.0,  549,  345, 11/01/2017 14:35:33, 43.361080N, 79.750800W, 11, B04731,, 
941,  0.8,  0.0, , , 11/01/2017 14:40:55, 43.360678N, 79.751530W, 11, B04733,, 
942, 91.3, 76.4, , , 11/01/2017 14:40:59, 43.360678N, 79.751530W, 11, ,, 
943,  0.8,  0.0, 82.0, 70.2, 11/01/2017 14:41:08, 43.360678N, 79.751530W, 11, B04734,, 
944,  0.0,  0.0, 89.7, 75.4, 11/01/2017 14:41:17, 43.360653N, 79.751570W, 11, B04735,, 
945,  0.0,  0.0,  118, 90.6, 11/01/2017 14:43:12, 43.360598N, 79.751560W, 11, B04736,, 
946,  0.0,  0.0,  118, 90.8, 11/01/2017 14:43:27, 43.360598N, 79.751560W, 11, B04737,, 
947,  0.0,  0.0,  114, 89.5, 11/01/2017 14:43:37, 43.360598N, 79.751560W, 11, B04738,, 
948,  0.0,  0.0,  114, 88.5, 11/01/2017 14:43:51, 43.360597N, 79.751560W, 11, B04739,, 
949, 68.1, 29.8, 17.8,  6.8, 11/01/2017 14:47:10, 43.360288N, 79.752127W, 11, B04740,, 
950,  0.0,  0.0,  666,  373, 11/01/2017 14:47:24, 43.360272N, 79.752128W, 11, B04741,, 
951,  0.0, -0.5,  553,  361, 11/01/2017 14:48:58, 43.360107N, 79.752148W, 11, B04742,, 
952,  432,  309,  131, 96.3, 11/01/2017 14:50:42, 43.359828N, 79.752455W, 11, B04743,, 
953,  0.8,  0.5,  113, 91.4, 11/01/2017 14:52:28, 43.359958N, 79.752452W, 11, B04744,, 
954,  433,  278,  112, 84.1, 11/01/2017 14:55:15, 43.359742N, 79.752925W, 11, B04745,, 
955, , , , , 11/01/2017 14:58:01, 43.359327N, 79.753257W, 11, B04746,, 
956,  508,  305,  110, 59.2, 11/01/2017 14:59:07, 43.359197N, 79.753395W, 11, B04747,, 
957,  519,  321,  156, 85.1, 11/01/2017 15:02:24, 43.358820N, 79.754050W, 11, B04748,, 
958,  541,  261,  128, 75.5, 11/01/2017 15:06:57, 43.358365N, 79.754790W, 11, B04749,, 
959,  0.8,  0.0, 87.6, 69.2, 11/01/2017 15:07:20, 43.358378N, 79.754765W, 11, B04750,, 
960, , , , , 11/01/2017 15:08:58, 43.358155N, 79.754960W, 11, B04751,, 
961,  0.0, -0.5, 80.2, 68.9, 11/01/2017 15:10:21, 43.358085N, 79.755087W, 11, B04752,, 
962,  0.0, -0.5, 74.0, 64.2, 11/01/2017 15:10:31, 43.358095N, 79.755083W, 11, B04753,, 
963,  0.0, -0.5, 78.7, 67.9, 11/01/2017 15:10:39, 43.358098N, 79.755088W, 11, B04754,, 
964, 66.5, 28.8, 15.4,  5.7, 11/01/2017 15:13:27, 43.357895N, 79.755278W, 11, B04755,, 
965,  0.8, -0.5,  665,  294, 11/01/2017 15:13:45, 43.357915N, 79.755278W, 11, B04756,, 
966,  0.8, -0.5, 94.1, 76.2, 11/01/2017 15:15:54, 43.358052N, 79.755058W, 11, B04757,, 
967,  0.8,  0.0,  105, 85.6, 11/01/2017 15:16:00, 43.358052N, 79.755057W, 11, B04758,, 
968,  0.8,  0.0, 99.5, 82.5, 11/01/2017 15:16:08, 43.358052N, 79.755057W, 11, B04759,, 
969,  548,  341,  138, 90.6, 11/01/2017 15:18:56, 43.357845N, 79.755648W, 11, B04762,, 
970,  583,  310,  118, 79.1, 11/01/2017 15:20:36, 43.357743N, 79.755445W, 11, B04763,, 
971,  0.8,  0.5,  456,  368, 11/01/2017 15:21:55, 43.357768N, 79.755568W, 11, B04764,, 
972,  0.0,  0.0,  101, 80.6, 11/01/2017 15:24:42, 43.357237N, 79.756133W, 11, B04765,, 
973,  0.0,  0.0,  104, 83.0, 11/01/2017 15:24:49, 43.357237N, 79.756135W, 11, B04766,, 
974,  0.0,  0.0,  117, 90.1, 11/01/2017 15:25:01, 43.357192N, 79.756147W, 11, B04767,, 
975,  0.0, -0.5, 74.6, 61.9, 11/01/2017 15:26:34, 43.357148N, 79.756393W, 11, B04768,, 
976,  0.0,  0.0,  366,  230, 11/01/2017 15:27:54, 43.357213N, 79.756198W, 11, B04769,, 
977,  0.0,  0.0,  482,  205, 11/01/2017 15:28:04, 43.357213N, 79.756197W, 11, B04770,, 
978,  0.0,  0.0,  453,  200, 11/01/2017 15:28:13, 43.357213N, 79.756200W, 11, B04771,, 
979, 26.3, 16.2, 20.0, 13.1, 11/01/2017 15:31:38, 43.356645N, 79.757538W, 11, B04772,, 
980,  126,  101, 42.2, 27.5, 11/01/2017 15:31:49, 43.356645N, 79.757538W, 11, B04773,, 
981,  124, 81.2,  556,  324, 11/01/2017 15:34:46, 43.356452N, 79.758027W, 11, B04774,, 
982,  140, 79.9,  503,  323, 11/01/2017 15:34:54, 43.356452N, 79.758027W, 11, B04775,, 
983,  130, 76.7,  570,  309, 11/01/2017 15:35:01, 43.356452N, 79.758027W, 11, B04776,, 
984, 53.0, 22.9, 16.1,  6.2, 11/01/2017 15:36:38, 43.356428N, 79.758038W, 11, B04777,, 
985, , , , , 11/01/2017 15:36:41, 43.356428N, 79.758038W, 11, B04778,, 
986,  3.9,  1.6, 84.3, 41.5, 11/01/2017 15:37:43, 43.356362N, 79.758067W, 11, B04779,, 
987,  157,  102,  551,  353, 11/01/2017 15:39:13, 43.356268N, 79.757952W, 11, B04780,, 
988,  149, 99.2,  543,  315, 11/01/2017 15:39:21, 43.356268N, 79.757952W, 11, B04781,, 
989,  134, 92.9,  573,  309, 11/01/2017 15:39:29, 43.356268N, 79.757950W, 11, B04782,, 
990,  156, 89.5,  452,  294, 11/01/2017 15:41:24, 43.356283N, 79.757810W, 11, B04783,, 
991,  138, 90.6,  495,  289, 11/01/2017 15:41:33, 43.356285N, 79.757802W, 11, B04784,, 
992,  556,  294,  161, 87.2, 11/01/2017 15:41:42, 43.356287N, 79.757790W, 11, B04785,, 
993,  148, 82.7,  349,  246, 11/01/2017 15:43:07, 43.356413N, 79.757842W, 11, B04786,, 
994,  101, 62.3,  353,  240, 11/01/2017 15:43:18, 43.356428N, 79.757852W, 11, B04787,, 
995,  409,  258, 46.3, 31.8, 11/01/2017 15:43:26, 43.356438N, 79.757862W, 11, B04788,, 
996,  0.0,  0.0,  592,  347, 11/01/2017 15:48:19, 43.355050N, 79.759435W, 11, B04789,, 
997,  439,  313,  161, 88.2, 11/01/2017 15:48:48, 43.355058N, 79.759447W, 11, B04790,, 
998,  503,  309,  149, 93.2, 11/01/2017 15:52:52, 43.354640N, 79.760317W, 11, B04791,, 
999,  0.8,  0.5,  473,  334, 11/01/2017 15:55:32, 43.354665N, 79.760262W, 11, B04792,, 
